Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
1,1,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
1,1,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
1,1,24,Notation,Notation,True,5,eng,1. Notations
1,1,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
1,2,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
1,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
1,2,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
1,2,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
1,2,24,Notation,Notation,True,5,eng,1. Notations
1,3,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
1,3,24,Notation,Notation,True,5,eng,1. Notations
1,3,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
1,3,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
1,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
2,1,42,Animism,Animism,True,5,eng,19. Animiste
2,1,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,26,Litotes,Animism,False,5,eng,3. Litotes
2,1,41,Negativities,Litotes,False,5,eng,18. Négativités
2,1,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
2,2,42,Animism,Animism,True,5,eng,19. Animiste
2,2,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
2,2,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,26,Litotes,Animism,False,5,eng,3. Litotes
2,2,41,Negativities,Litotes,False,5,eng,18. Négativités
2,3,41,Negativities,Litotes,False,5,eng,18. Négativités
2,3,42,Animism,Animism,True,5,eng,19. Animiste
2,3,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
2,3,26,Litotes,Animism,False,5,eng,3. Litotes
3,1,24,Notation,Notation,True,5,eng,1. Notations
3,1,43,Anagrams,Word-composition,False,5,eng,20. Anagrammes
3,1,40,Word-composition,Word-composition,True,5,eng,17. Composition de mots
3,1,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
3,1,41,Negativities,Negativities,True,5,eng,18. Négativités
3,2,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
3,2,43,Anagrams,Word-composition,False,5,eng,20. Anagrammes
3,2,40,Word-composition,Word-composition,True,5,eng,17. Composition de mots
3,2,41,Negativities,Negativities,True,5,eng,18. Négativités
3,2,24,Notation,Notation,True,5,eng,1. Notations
3,3,41,Negativities,Negativities,True,5,eng,18. Négativités
3,3,24,Notation,Notation,True,5,eng,1. Notations
3,3,40,Word-composition,Word-composition,True,5,eng,17. Composition de mots
3,3,43,Anagrams,Word-composition,False,5,eng,20. Anagrammes
3,3,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
4,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
4,1,42,Animism,Animism,True,5,eng,19. Animiste
4,1,38,Another subjectivity,The subjective side,False,5,eng,15. Autre subjectivité
4,1,31,Prognostication,Another subjectivity,False,5,eng,8. Pronostications
4,1,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
4,2,42,Animism,Animism,True,5,eng,19. Animiste
4,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
4,2,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
4,2,38,Another subjectivity,The subjective side,False,5,eng,15. Autre subjectivité
4,2,31,Prognostication,Another subjectivity,False,5,eng,8. Pronostications
4,3,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
4,3,31,Prognostication,Another subjectivity,False,5,eng,8. Pronostications
4,3,38,Another subjectivity,The subjective side,False,5,eng,15. Autre subjectivité
4,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
4,3,42,Animism,Animism,True,5,eng,19. Animiste
5,1,34,Word game,Synchysis,False,5,eng,11. Logo-rallye
5,1,30,Dream,Dream,True,5,eng,7. Rêve
5,1,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
5,1,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
5,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
5,2,34,Word game,Synchysis,False,5,eng,11. Logo-rallye
5,2,30,Dream,Dream,True,5,eng,7. Rêve
5,2,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
5,2,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
5,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
5,3,30,Dream,Dream,True,5,eng,7. Rêve
5,3,34,Word game,Synchysis,False,5,eng,11. Logo-rallye
5,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
5,3,27,Metaphorically,Synchysis,False,5,eng,4. Métaphoriquement
5,3,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
6,1,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
6,1,38,Another subjectivity,Synchysis,False,5,eng,15. Autre subjectivité
6,1,25,Double entry,Synchysis,False,5,eng,2. En partie double
6,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
6,1,43,Anagrams,Synchysis,False,5,eng,20. Anagrammes
6,2,43,Anagrams,Synchysis,False,5,eng,20. Anagrammes
6,2,25,Double entry,Synchysis,False,5,eng,2. En partie double
6,2,38,Another subjectivity,Synchysis,False,5,eng,15. Autre subjectivité
6,2,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
6,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
6,3,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
6,3,25,Double entry,Synchysis,False,5,eng,2. En partie double
6,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
6,3,43,Anagrams,Synchysis,False,5,eng,20. Anagrammes
6,3,38,Another subjectivity,Another subjectivity,True,5,eng,15. Autre subjectivité
7,1,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
7,1,33,The rainbow,Animism,False,5,eng,10. L'arc-en-ciel
7,1,43,Anagrams,Animism,False,5,eng,20. Anagrammes
7,1,44,Distinguo,Animism,False,5,eng,21. Distinguo
7,1,42,Animism,Animism,True,5,eng,19. Animiste
7,2,44,Distinguo,Distinguo,True,5,eng,21. Distinguo
7,2,42,Animism,Animism,True,5,eng,19. Animiste
7,2,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
7,2,43,Anagrams,Animism,False,5,eng,20. Anagrammes
7,2,33,The rainbow,Animism,False,5,eng,10. L'arc-en-ciel
7,3,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
7,3,42,Animism,Animism,True,5,eng,19. Animiste
7,3,43,Anagrams,Animism,False,5,eng,20. Anagrammes
7,3,33,The rainbow,Animism,False,5,eng,10. L'arc-en-ciel
7,3,44,Distinguo,Distinguo,True,5,eng,21. Distinguo
8,1,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
8,1,33,The rainbow,The rainbow,True,5,eng,10. L'arc-en-ciel
8,1,26,Litotes,Litotes,True,5,eng,3. Litotes
8,1,27,Metaphorically,Metaphorically,True,5,eng,4. Métaphoriquement
8,2,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
8,2,33,The rainbow,The rainbow,True,5,eng,10. L'arc-en-ciel
8,2,26,Litotes,Prognostication,False,5,eng,3. Litotes
8,2,27,Metaphorically,Metaphorically,True,5,eng,4. Métaphoriquement
8,3,33,The rainbow,The rainbow,True,5,eng,10. L'arc-en-ciel
8,3,26,Litotes,Litotes,True,5,eng,3. Litotes
8,3,27,Metaphorically,Metaphorically,True,5,eng,4. Métaphoriquement
8,3,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
9,1,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
9,1,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
9,1,29,Surprises,Surprises,True,5,eng,6. Surprises
9,1,30,Dream,Dream,True,5,eng,7. Rêve
9,2,29,Surprises,Surprises,True,5,eng,6. Surprises
9,2,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
9,2,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
9,2,30,Dream,Dream,True,5,eng,7. Rêve
9,3,29,Surprises,Surprises,True,5,eng,6. Surprises
9,3,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
9,3,35,Hesitation,Hesitation,True,5,eng,12. Hésitations
9,3,30,Dream,Dream,True,5,eng,7. Rêve
10,1,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
10,1,29,Surprises,Surprises,True,5,eng,6. Surprises
10,1,41,Negativities,Distinguo,False,5,eng,18. Négativités
10,1,43,Anagrams,Surprises,False,5,eng,20. Anagrammes
10,1,44,Distinguo,Anagrams,False,5,eng,21. Distinguo
10,2,43,Anagrams,Anagrams,True,5,eng,20. Anagrammes
10,2,44,Distinguo,Anagrams,False,5,eng,21. Distinguo
10,2,29,Surprises,Surprises,True,5,eng,6. Surprises
10,2,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
10,2,41,Negativities,Distinguo,False,5,eng,18. Négativités
10,3,29,Surprises,Surprises,True,5,eng,6. Surprises
10,3,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
10,3,43,Anagrams,Surprises,False,5,eng,20. Anagrammes
10,3,44,Distinguo,Anagrams,False,5,eng,21. Distinguo
10,3,41,Negativities,Distinguo,False,5,eng,18. Négativités
11,1,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
11,1,41,Negativities,Homeoptotes,False,5,eng,18. Négativités
11,1,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
11,1,46,Official letter,Official letter,True,5,eng,23. Lettre officielle
11,1,44,Distinguo,Homeoptotes,False,5,eng,21. Distinguo
11,2,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
11,2,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
11,2,41,Negativities,Homeoptotes,False,5,eng,18. Négativités
11,2,46,Official letter,Official letter,True,5,eng,23. Lettre officielle
11,2,44,Distinguo,Homeoptotes,False,5,eng,21. Distinguo
11,3,46,Official letter,Official letter,True,5,eng,23. Lettre officielle
11,3,41,Negativities,Homeoptotes,False,5,eng,18. Négativités
11,3,44,Distinguo,Homeoptotes,False,5,eng,21. Distinguo
11,3,45,Homeoptotes,Homeoptotes,True,5,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
11,3,31,Prognostication,Prognostication,True,5,eng,8. Pronostications
12,1,26,Litotes,Animism,False,5,eng,3. Litotes
12,1,30,Dream,Dream,True,5,eng,7. Rêve
12,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
12,1,42,Animism,Animism,True,5,eng,19. Animiste
12,1,36,Precision,Precision,True,5,eng,13. Précisions
12,2,30,Dream,Dream,True,5,eng,7. Rêve
12,2,42,Animism,Animism,True,5,eng,19. Animiste
12,2,36,Precision,Precision,True,5,eng,13. Précisions
12,2,26,Litotes,Animism,False,5,eng,3. Litotes
12,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
12,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
12,3,42,Animism,Animism,True,5,eng,19. Animiste
12,3,36,Precision,Precision,True,5,eng,13. Précisions
12,3,30,Dream,Dream,True,5,eng,7. Rêve
12,3,26,Litotes,Animism,False,5,eng,3. Litotes
13,1,36,Precision,Precision,True,5,eng,13. Précisions
13,1,38,Another subjectivity,Another subjectivity,True,5,eng,15. Autre subjectivité
13,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
13,1,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
13,1,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
13,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
13,2,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
13,2,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
13,2,38,Another subjectivity,Another subjectivity,True,5,eng,15. Autre subjectivité
13,2,36,Precision,Precision,True,5,eng,13. Précisions
13,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
13,3,38,Another subjectivity,Another subjectivity,True,5,eng,15. Autre subjectivité
13,3,44,Distinguo,Synchysis,False,5,eng,21. Distinguo
13,3,28,Retrograde,Retrograde,True,5,eng,5. Rétrograde
13,3,36,Precision,Precision,True,5,eng,13. Précisions
14,1,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
14,1,42,Animism,Animism,True,5,eng,19. Animiste
14,1,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
14,1,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
14,2,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
14,2,42,Animism,Animism,True,5,eng,19. Animiste
14,2,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
14,2,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
14,3,47,Blurb,Blurb,True,5,eng,24. Prière d'insérer
14,3,37,The subjective side,The subjective side,True,5,eng,14. Le côté subjectif
14,3,32,Synchysis,Synchysis,True,5,eng,9. Synchyses
14,3,42,Animism,Animism,True,5,eng,19. Animiste
15,1,25,Double entry,Retrograde,False,5,eng,2. En partie double
15,1,27,Metaphorically,Metaphorically,True,5,eng,4. Métaphoriquement
15,1,26,Litotes,Retrograde,False,5,eng,3. Litotes
15,1,39,Narrative,Double entry,False,5,eng,16. Récit
15,1,28,Retrograde,Double entry,False,5,eng,5. Rétrograde
15,2,25,Double entry,Double entry,True,5,eng,2. En partie double
