Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,27,Metaphorically,Metaphorically,True,3,eng,4. Métaphoriquement
1,1,44,Distinguo,Distinguo,True,3,eng,21. Distinguo
1,1,24,Notation,Metaphorically,False,3,eng,1. Notations
1,2,27,Metaphorically,Metaphorically,True,3,eng,4. Métaphoriquement
1,2,44,Distinguo,Distinguo,True,3,eng,21. Distinguo
1,2,24,Notation,Metaphorically,False,3,eng,1. Notations
1,3,24,Notation,Metaphorically,False,3,eng,1. Notations
1,3,27,Metaphorically,Metaphorically,True,3,eng,4. Métaphoriquement
1,3,44,Distinguo,Distinguo,True,3,eng,21. Distinguo
2,1,41,Negativities,Homeoptotes,False,3,eng,18. Négativités
2,1,45,Homeoptotes,Homeoptotes,True,3,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,47,Blurb,Blurb,True,3,eng,24. Prière d'insérer
2,2,45,Homeoptotes,Homeoptotes,True,3,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,47,Blurb,Blurb,True,3,eng,24. Prière d'insérer
2,2,41,Negativities,Homeoptotes,False,3,eng,18. Négativités
2,3,45,Homeoptotes,Homeoptotes,True,3,eng,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,41,Negativities,Homeoptotes,False,3,eng,18. Négativités
2,3,47,Blurb,Blurb,True,3,eng,24. Prière d'insérer
3,1,43,Anagrams,Anagrams,True,3,eng,20. Anagrammes
3,1,31,Prognostication,Prognostication,True,3,eng,8. Pronostications
3,1,40,Word-composition,Word-composition,True,3,eng,17. Composition de mots
3,2,43,Anagrams,Anagrams,True,3,eng,20. Anagrammes
3,2,40,Word-composition,Word-composition,True,3,eng,17. Composition de mots
3,2,31,Prognostication,Prognostication,True,3,eng,8. Pronostications
3,3,43,Anagrams,Anagrams,True,3,eng,20. Anagrammes
3,3,40,Word-composition,Word-composition,True,3,eng,17. Composition de mots
3,3,31,Prognostication,Prognostication,True,3,eng,8. Pronostications
4,1,38,Another subjectivity,The subjective side,False,3,eng,15. Autre subjectivité
4,1,37,The subjective side,The subjective side,True,3,eng,14. Le côté subjectif
4,1,31,Prognostication,The subjective side,False,3,eng,8. Pronostications
4,2,31,Prognostication,The subjective side,False,3,eng,8. Pronostications
4,2,37,The subjective side,The subjective side,True,3,eng,14. Le côté subjectif
4,2,38,Another subjectivity,The subjective side,False,3,eng,15. Autre subjectivité
4,3,37,The subjective side,The subjective side,True,3,eng,14. Le côté subjectif
4,3,31,Prognostication,The subjective side,False,3,eng,8. Pronostications
4,3,38,Another subjectivity,The subjective side,False,3,eng,15. Autre subjectivité
5,1,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
5,1,30,Dream,Dream,True,3,eng,7. Rêve
5,1,28,Retrograde,Synchysis,False,3,eng,5. Rétrograde
5,2,28,Retrograde,Synchysis,False,3,eng,5. Rétrograde
5,2,30,Dream,Dream,True,3,eng,7. Rêve
5,2,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
5,3,30,Dream,Dream,True,3,eng,7. Rêve
5,3,28,Retrograde,Synchysis,False,3,eng,5. Rétrograde
5,3,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
6,1,43,Anagrams,Synchysis,False,3,eng,20. Anagrammes
6,1,25,Double entry,Synchysis,False,3,eng,2. En partie double
6,1,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
6,2,25,Double entry,Synchysis,False,3,eng,2. En partie double
6,2,43,Anagrams,Synchysis,False,3,eng,20. Anagrammes
6,2,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
6,3,43,Anagrams,Synchysis,False,3,eng,20. Anagrammes
6,3,25,Double entry,Synchysis,False,3,eng,2. En partie double
6,3,32,Synchysis,Synchysis,True,3,eng,9. Synchyses
7,1,43,Anagrams,Anagrams,True,3,eng,20. Anagrammes
7,1,44,Distinguo,Distinguo,True,3,eng,21. Distinguo
7,1,33,The rainbow,Distinguo,False,3,eng,10. L'arc-en-ciel
7,2,44,Distinguo,Distinguo,True,3,eng,21. Distinguo
7,2,43,Anagrams,Distinguo,False,3,eng,20. Anagrammes
7,2,33,The rainbow,Distinguo,False,3,eng,10. L'arc-en-ciel
7,3,43,Anagrams,Anagrams,True,3,eng,20. Anagrammes
