Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,48,Angaben,Distinguo,False,4,ger,1. Notations
1,1,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
1,1,51,Metaphorisch,Metaphorisch,True,4,ger,4. Métaphoriquement
1,1,68,Distinguo,Metaphorisch,False,4,ger,21. Distinguo
1,2,68,Distinguo,Distinguo,True,4,ger,21. Distinguo
1,2,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
1,2,48,Angaben,Distinguo,False,4,ger,1. Notations
1,2,51,Metaphorisch,Metaphorisch,True,4,ger,4. Métaphoriquement
1,3,48,Angaben,Distinguo,False,4,ger,1. Notations
1,3,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
1,3,68,Distinguo,Metaphorisch,False,4,ger,21. Distinguo
1,3,51,Metaphorisch,Metaphorisch,True,4,ger,4. Métaphoriquement
2,1,50,Litotes,Homöoteleuton,False,4,ger,3. Litotes
2,1,65,Negativitäten,Litotes,False,4,ger,18. Négativités
2,1,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
2,1,69,Homöoteleuton,Homöoteleuton,True,4,ger,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,50,Litotes,Homöoteleuton,False,4,ger,3. Litotes
2,2,65,Negativitäten,Litotes,False,4,ger,18. Négativités
2,2,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
2,2,69,Homöoteleuton,Homöoteleuton,True,4,ger,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,65,Negativitäten,Litotes,False,4,ger,18. Négativités
2,3,50,Litotes,Homöoteleuton,False,4,ger,3. Litotes
2,3,69,Homöoteleuton,Homöoteleuton,True,4,ger,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,71,Klappentext,Klappentext,True,4,ger,24. Prière d'insérer
3,1,48,Angaben,Angaben,True,4,ger,1. Notations
3,1,55,Vorhersage,Vorhersage,True,4,ger,8. Pronostications
3,1,67,Anagramme,Wortkomposition,False,4,ger,20. Anagrammes
3,1,64,Wortkomposition,Wortkomposition,True,4,ger,17. Composition de mots
3,2,48,Angaben,Angaben,True,4,ger,1. Notations
3,2,67,Anagramme,Wortkomposition,False,4,ger,20. Anagrammes
3,2,64,Wortkomposition,Wortkomposition,True,4,ger,17. Composition de mots
3,2,55,Vorhersage,Vorhersage,True,4,ger,8. Pronostications
3,3,48,Angaben,Angaben,True,4,ger,1. Notations
3,3,64,Wortkomposition,Wortkomposition,True,4,ger,17. Composition de mots
3,3,55,Vorhersage,Vorhersage,True,4,ger,8. Pronostications
3,3,67,Anagramme,Wortkomposition,False,4,ger,20. Anagrammes
4,1,61,Die subjektive Seite,Die subjektive Seite,True,4,ger,14. Le côté subjectif
4,1,55,Vorhersage,Die subjektive Seite,False,4,ger,8. Pronostications
4,1,66,Animismus,Animismus,True,4,ger,19. Animiste
4,1,62,Andere Subjektivität,Die subjektive Seite,False,4,ger,15. Autre subjectivité
4,2,61,Die subjektive Seite,Die subjektive Seite,True,4,ger,14. Le côté subjectif
