Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,92,Distinguo,Sinchisi,False,7,ita,21. Distinguo
1,1,80,Sinchisi,Sinchisi,True,7,ita,9. Synchyses
1,1,95,Comunicato stampa,Comunicato stampa,True,7,ita,24. Prière d'insérer
1,1,72,Notazioni,Notazioni,True,7,ita,1. Notations
1,1,75,Metaforicamente,Metaforicamente,True,7,ita,4. Métaphoriquement
1,1,79,Pronostici,Sinchisi,False,7,ita,8. Pronostications
1,2,79,Pronostici,Distinguo,False,7,ita,8. Pronostications
1,2,72,Notazioni,Notazioni,True,7,ita,1. Notations
1,2,92,Distinguo,Sinchisi,False,7,ita,21. Distinguo
1,2,75,Metaforicamente,Metaforicamente,True,7,ita,4. Métaphoriquement
1,2,95,Comunicato stampa,Comunicato stampa,True,7,ita,24. Prière d'insérer
1,2,80,Sinchisi,Sinchisi,True,7,ita,9. Synchyses
1,3,72,Notazioni,Notazioni,True,7,ita,1. Notations
1,3,95,Comunicato stampa,Comunicato stampa,True,7,ita,24. Prière d'insérer
1,3,75,Metaforicamente,Metaforicamente,True,7,ita,4. Métaphoriquement
1,3,92,Distinguo,Sinchisi,False,7,ita,21. Distinguo
1,3,79,Pronostici,Sinchisi,False,7,ita,8. Pronostications
1,3,80,Sinchisi,Sinchisi,True,7,ita,9. Synchyses
2,1,95,Comunicato stampa,Comunicato stampa,True,7,ita,24. Prière d'insérer
2,1,73,Partita doppia,Aspetto soggettivo I,False,7,ita,2. En partie double
2,1,93,Omoteleuti,Omoteleuti,True,7,ita,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,90,Animismo,Animismo,True,7,ita,19. Animiste
2,1,89,Negatività,Omoteleuti,False,7,ita,18. Négativités
2,1,85,Aspetto soggettivo I,Aspetto soggettivo I,True,7,ita,14. Le côté subjectif
2,1,74,Litoti,Aspetto soggettivo I,False,7,ita,3. Litotes
2,2,85,Aspetto soggettivo I,Aspetto soggettivo I,True,7,ita,14. Le côté subjectif
2,2,90,Animismo,Animismo,True,7,ita,19. Animiste
2,2,93,Omoteleuti,Omoteleuti,True,7,ita,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,73,Partita doppia,Aspetto soggettivo I,False,7,ita,2. En partie double
2,2,95,Comunicato stampa,Comunicato stampa,True,7,ita,24. Prière d'insérer
2,2,89,Negatività,Omoteleuti,False,7,ita,18. Négativités
