Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,188,Distinguo,Distinguo,True,2,isl,21. Distinguo
1,1,171,Á líkindamáli,Á líkindamáli,True,2,isl,4. Métaphoriquement
1,2,171,Á líkindamáli,Á líkindamáli,True,2,isl,4. Métaphoriquement
1,2,188,Distinguo,Distinguo,True,2,isl,21. Distinguo
1,3,171,Á líkindamáli,Á líkindamáli,True,2,isl,4. Métaphoriquement
1,3,188,Distinguo,Distinguo,True,2,isl,21. Distinguo
2,1,189,Síbylja,Síbylja,True,2,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,191,Kynningarbréf,Kynningarbréf,True,2,isl,24. Prière d'insérer
2,2,191,Kynningarbréf,Kynningarbréf,True,2,isl,24. Prière d'insérer
2,2,189,Síbylja,Síbylja,True,2,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,191,Kynningarbréf,Kynningarbréf,True,2,isl,24. Prière d'insérer
2,3,189,Síbylja,Síbylja,True,2,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
3,1,175,Spádómar,Spádómar,True,2,isl,8. Pronostications
3,1,184,Orðatilbúningur,Orðatilbúningur,True,2,isl,17. Composition de mots
3,2,184,Orðatilbúningur,Orðatilbúningur,True,2,isl,17. Composition de mots
3,2,175,Spádómar,Spádómar,True,2,isl,8. Pronostications
3,3,175,Spádómar,Spádómar,True,2,isl,8. Pronostications
3,3,184,Orðatilbúningur,Orðatilbúningur,True,2,isl,17. Composition de mots
4,1,181,Huglæga hliðin,Huglæga hliðin,True,2,isl,14. Le côté subjectif
4,1,175,Spádómar,Huglæga hliðin,False,2,isl,8. Pronostications
4,2,175,Spádómar,Huglæga hliðin,False,2,isl,8. Pronostications
4,2,181,Huglæga hliðin,Huglæga hliðin,True,2,isl,14. Le côté subjectif
4,3,175,Spádómar,Huglæga hliðin,False,2,isl,8. Pronostications
4,3,181,Huglæga hliðin,Huglæga hliðin,True,2,isl,14. Le côté subjectif
5,1,176,Orðabrengl,Aftur á bak,False,2,isl,9. Synchyses
5,1,172,Aftur á bak,Aftur á bak,True,2,isl,5. Rétrograde
5,2,176,Orðabrengl,Aftur á bak,False,2,isl,9. Synchyses
5,2,172,Aftur á bak,Aftur á bak,True,2,isl,5. Rétrograde
5,3,176,Orðabrengl,Aftur á bak,False,2,isl,9. Synchyses
5,3,172,Aftur á bak,Aftur á bak,True,2,isl,5. Rétrograde
6,1,176,Orðabrengl,Orðabrengl,True,2,isl,9. Synchyses
6,1,187,Anagramm,Orðabrengl,False,2,isl,20. Anagrammes
6,2,176,Orðabrengl,Orðabrengl,True,2,isl,9. Synchyses
6,2,187,Anagramm,Orðabrengl,False,2,isl,20. Anagrammes
