Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,168,Minnispunktar,Distinguo,False,4,isl,1. Notations
1,1,191,Kynningarbréf,Distinguo,False,4,isl,24. Prière d'insérer
1,1,171,Á líkindamáli,Distinguo,False,4,isl,4. Métaphoriquement
1,1,188,Distinguo,Distinguo,True,4,isl,21. Distinguo
1,2,168,Minnispunktar,Distinguo,False,4,isl,1. Notations
1,2,188,Distinguo,Distinguo,True,4,isl,21. Distinguo
1,2,171,Á líkindamáli,Distinguo,False,4,isl,4. Métaphoriquement
1,2,191,Kynningarbréf,Distinguo,False,4,isl,24. Prière d'insérer
1,3,191,Kynningarbréf,Distinguo,False,4,isl,24. Prière d'insérer
1,3,188,Distinguo,Distinguo,True,4,isl,21. Distinguo
1,3,171,Á líkindamáli,Distinguo,False,4,isl,4. Métaphoriquement
1,3,168,Minnispunktar,Distinguo,False,4,isl,1. Notations
2,1,170,Útdráttur,Neitanir,False,4,isl,3. Litotes
2,1,189,Síbylja,Síbylja,True,4,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,185,Neitanir,Útdráttur,False,4,isl,18. Négativités
2,1,191,Kynningarbréf,Síbylja,False,4,isl,24. Prière d'insérer
2,2,170,Útdráttur,Neitanir,False,4,isl,3. Litotes
2,2,185,Neitanir,Útdráttur,False,4,isl,18. Négativités
2,2,189,Síbylja,Síbylja,True,4,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,191,Kynningarbréf,Síbylja,False,4,isl,24. Prière d'insérer
2,3,185,Neitanir,Útdráttur,False,4,isl,18. Négativités
2,3,191,Kynningarbréf,Síbylja,False,4,isl,24. Prière d'insérer
2,3,189,Síbylja,Síbylja,True,4,isl,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,170,Útdráttur,Útdráttur,True,4,isl,3. Litotes
3,1,187,Anagramm,Orðatilbúningur,False,4,isl,20. Anagrammes
3,1,175,Spádómar,Minnispunktar,False,4,isl,8. Pronostications
3,1,168,Minnispunktar,Minnispunktar,True,4,isl,1. Notations
3,1,184,Orðatilbúningur,Orðatilbúningur,True,4,isl,17. Composition de mots
3,2,175,Spádómar,Minnispunktar,False,4,isl,8. Pronostications
3,2,187,Anagramm,Minnispunktar,False,4,isl,20. Anagrammes
3,2,184,Orðatilbúningur,Minnispunktar,False,4,isl,17. Composition de mots
3,2,168,Minnispunktar,Minnispunktar,True,4,isl,1. Notations
3,3,168,Minnispunktar,Minnispunktar,True,4,isl,1. Notations
3,3,187,Anagramm,Minnispunktar,False,4,isl,20. Anagrammes
3,3,184,Orðatilbúningur,Minnispunktar,False,4,isl,17. Composition de mots
3,3,175,Spádómar,Minnispunktar,False,4,isl,8. Pronostications
4,1,175,Spádómar,Huglæga hliðin,False,4,isl,8. Pronostications
4,1,181,Huglæga hliðin,Huglæga hliðin,True,4,isl,14. Le côté subjectif
4,1,182,Önnur huglægni,Huglæga hliðin,False,4,isl,15. Autre subjectivité
4,1,186,Andatrú,Huglæga hliðin,False,4,isl,19. Animiste
4,2,175,Spádómar,Huglæga hliðin,False,4,isl,8. Pronostications
4,2,186,Andatrú,Huglæga hliðin,False,4,isl,19. Animiste
4,2,181,Huglæga hliðin,Huglæga hliðin,True,4,isl,14. Le côté subjectif
4,2,182,Önnur huglægni,Huglæga hliðin,False,4,isl,15. Autre subjectivité
4,3,175,Spádómar,Huglæga hliðin,False,4,isl,8. Pronostications
4,3,182,Önnur huglægni,Huglæga hliðin,False,4,isl,15. Autre subjectivité
4,3,186,Andatrú,Huglæga hliðin,False,4,isl,19. Animiste
4,3,181,Huglæga hliðin,Huglæga hliðin,True,4,isl,14. Le côté subjectif
5,1,174,Draumur,Draumur,True,4,isl,7. Rêve
5,1,178,Orðarall,Orðabrengl,False,4,isl,11. Logo-rallye
5,1,172,Aftur á bak,Orðabrengl,False,4,isl,5. Rétrograde
