Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,84,abusive,abusive,True,9
1,17,negativities,synchysis,False,9
1,64,free verse,free verse,True,9
1,73,proper names,synchysis,False,9
1,15,narrative,narrative,True,9
1,8,synchysis,narrative,False,9
1,57,auditory,synchysis,False,9
1,32,alexandrines,synchysis,False,9
1,61,hellenisms,hellenisms,True,9
2,78,more or less,awkward,False,9
2,12,precision,notation,False,9
2,55,tactile,tactile,True,9
2,63,haiku,haiku,True,9
2,3,metaphorically,metaphorically,True,9
2,0,notation,notation,True,9
2,48,apostrophe,apostrophe,True,9
2,26,insistence,notation,False,9
2,49,awkward,notation,False,9
3,93,interjections,interjections,True,9
3,29,present,metaphorically,False,9
3,76,antiphrasis,the subjective side,False,9
3,90,portrait,metaphorically,False,9
3,13,the subjective side,portrait,False,9
3,3,metaphorically,metaphorically,True,9
3,40,noble,metaphorically,False,9
3,34,apheresis,apheresis,True,9
3,57,auditory,metaphorically,False,9
4,88,modern style,modern style,True,9
4,3,metaphorically,metaphorically,True,9
4,70,parts of speech,parts of speech,True,9
4,84,abusive,abusive,True,9
4,2,litotes,litotes,True,9
4,1,double entry,modern style,False,9
4,48,apostrophe,apostrophe,True,9
4,27,ignorance,modern style,False,9
4,54,gustatory,gustatory,True,9
5,93,interjections,interjections,True,9
5,29,present,free verse,False,9
5,68,epenthesis,metathesis,False,9
5,71,metathesis,metathesis,True,9
5,28,past,past,True,9
5,3,metaphorically,metaphorically,True,9
5,56,visual,metaphorically,False,9
5,44,asides,asides,True,9
5,64,free verse,free verse,True,9
6,87,futile,telegraphic,False,9
6,29,present,telegraphic,False,9
6,72,consequences,consequences,True,9
6,83,medical,medical,True,9
6,28,past,past,True,9
6,2,litotes,past,False,9
6,53,olfactory,olfactory,True,9
6,37,speaking personally,speaking personally,True,9
6,58,telegraphic,telegraphic,True,9
7,93,interjections,interjections,True,9
7,23,blurb,blurb,True,9
7,81,spoonerisms,narrative,False,9
7,92,west indian,west indian,True,9
7,15,narrative,narrative,True,9
7,12,precision,precision,True,9
7,42,cross-examination,cross-examination,True,9
7,37,speaking personally,narrative,False,9
7,65,feminine,narrative,False,9
8,86,zoological,antiphrasis,False,9
8,38,exclamations,exclamations,True,9
8,65,feminine,feminine,True,9
8,76,antiphrasis,casual,False,9
8,36,syncope,syncope,True,9
8,24,onomatopoeia,onomatopoeia,True,9
8,54,gustatory,gustatory,True,9
8,50,casual,casual,True,9
8,64,free verse,free verse,True,9
9,86,zoological,zoological,True,9
9,31,passive,passive,True,9
9,62,reactionary,reactionary,True,9
9,76,antiphrasis,passive,False,9
9,22,official letter,official letter,True,9
9,4,retrograde,biased,False,9
9,51,biased,passive,False,9
9,46,spectral,reactionary,False,9
9,53,olfactory,olfactory,True,9
10,95,unexpected,portrait,False,9
10,56,visual,portrait,False,9
10,87,futile,portrait,False,9
10,90,portrait,gallicisms,False,9
10,47,philosophic,philosophic,True,9
10,11,hesitation,hesitation,True,9
10,71,metathesis,metathesis,True,9
10,66,gallicisms,metathesis,False,9
10,85,gastronomical,gallicisms,False,9
11,94,precious,hellenisms,False,9
11,20,distinguo,hellenisms,False,9
11,63,haiku,haiku,True,9
11,67,prosthesis,hellenisms,False,9
11,13,the subjective side,casual,False,9
11,3,metaphorically,metaphorically,True,9
11,50,casual,casual,True,9
11,47,philosophic,philosophic,True,9
11,61,hellenisms,hellenisms,True,9
12,91,mathematical,mathematical,True,9
12,39,you know,you know,True,9
12,79,opera English,opera English,True,9
12,83,medical,medical,True,9
12,21,omeoptotes,antiphrasis,False,9
12,5,surprises,surprises,True,9
12,75,back slang,back slang,True,9
12,50,casual,casual,True,9
12,76,antiphrasis,surprises,False,9
13,71,metathesis,metathesis,True,9
13,25,logical analysis,parts of speech,False,9
13,66,gallicisms,metathesis,False,9
13,70,parts of speech,parts of speech,True,9
13,21,omeoptotes,metathesis,False,9
13,1,double entry,gallicisms,False,9
13,51,biased,logical analysis,False,9
13,29,present,parts of speech,False,9
13,65,feminine,gallicisms,False,9
14,94,precious,asides,False,9
14,45,parechesis,metathesis,False,9
14,78,more or less,telegraphic,False,9
14,85,gastronomical,gastronomical,True,9
14,44,asides,asides,True,9
14,34,apheresis,telegraphic,False,9
14,71,metathesis,metathesis,True,9
14,58,telegraphic,telegraphic,True,9
14,74,rhyming slang,rhyming slang,True,9
15,95,unexpected,gallicisms,False,9
15,26,insistence,gallicisms,False,9
15,67,prosthesis,gallicisms,False,9
15,72,consequences,consequences,True,9
15,16,word-composition,gallicisms,False,9
15,0,notation,gallicisms,False,9
15,54,gustatory,gustatory,True,9
15,49,awkward,notation,False,9
15,66,gallicisms,gallicisms,True,9
16,73,proper names,proper names,True,9
16,46,spectral,proper names,False,9
16,65,feminine,reactionary,False,9
16,71,metathesis,metathesis,True,9
16,25,logical analysis,logical analysis,True,9
16,7,prognostication,prognostication,True,9
16,62,reactionary,reactionary,True,9
16,52,sonnet,logical analysis,False,9
16,63,haiku,haiku,True,9
17,80,for ze Frrensh,for ze Frrensh,True,9
17,44,asides,asides,True,9
17,70,parts of speech,parts of speech,True,9
17,79,opera English,opera English,True,9
17,42,cross-examination,cross-examination,True,9
17,0,notation,notation,True,9
17,53,olfactory,olfactory,True,9
17,45,parechesis,parechesis,True,9
17,69,paragoge,notation,False,9
18,82,botanical,botanical,True,9
18,23,blurb,blurb,True,9
18,75,back slang,back slang,True,9
18,77,dog latin,metaphorically,False,9
18,22,official letter,official letter,True,9
18,3,metaphorically,metaphorically,True,9
18,58,telegraphic,telegram,False,9
18,29,present,metaphorically,False,9
18,71,metathesis,metathesis,True,9
19,87,futile,auditory,False,9
19,9,the rainbow,metathesis,False,9
19,57,auditory,auditory,True,9
19,71,metathesis,word game,False,9
19,4,retrograde,hesitation,False,9
19,2,litotes,hesitation,False,9
19,11,hesitation,hesitation,True,9
19,10,word game,word game,True,9
19,32,alexandrines,alexandrines,True,9
