Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,53,olfactory,olfactory,True,14
1,49,awkward,ignorance,False,14
1,38,exclamations,exclamations,True,14
1,65,feminine,gallicisms,False,14
1,27,ignorance,ignorance,True,14
1,75,back slang,gallicisms,False,14
1,62,reactionary,reactionary,True,14
1,17,negativities,polyptotes,False,14
1,51,biased,gallicisms,False,14
1,63,haiku,haiku,True,14
1,33,polyptotes,gallicisms,False,14
1,5,surprises,exclamations,False,14
1,45,parechesis,gallicisms,False,14
1,66,gallicisms,gallicisms,True,14
2,69,paragoge,precious,False,14
2,39,you know,you know,True,14
2,32,alexandrines,alexandrines,True,14
2,88,modern style,for ze Frrensh,False,14
2,17,negativities,minimism,False,14
2,94,precious,for ze Frrensh,False,14
2,78,more or less,alexandrines,False,14
2,12,precision,mathematical,False,14
2,42,cross-examination,cross-examination,True,14
2,80,for ze Frrensh,for ze Frrensh,True,14
2,18,minimism,minimism,True,14
2,9,the rainbow,minimism,False,14
2,36,syncope,minimism,False,14
2,91,mathematical,mathematical,True,14
3,62,reactionary,reactionary,True,14
3,56,visual,visual,True,14
3,45,parechesis,hellenisms,False,14
3,72,consequences,consequences,True,14
3,33,polyptotes,hellenisms,False,14
3,82,botanical,botanical,True,14
3,67,prosthesis,precision,False,14
3,26,insistence,precision,False,14
3,61,hellenisms,hellenisms,True,14
3,71,metathesis,metathesis,True,14
3,40,noble,precision,False,14
3,12,precision,precision,True,14
3,55,tactile,tactile,True,14
3,79,opera English,opera English,True,14
4,71,metathesis,spoonerisms,False,14
4,51,biased,free verse,False,14
4,31,passive,passive,True,14
4,86,zoological,zoological,True,14
4,7,prognostication,prognostication,True,14
4,93,interjections,interjections,True,14
4,79,opera English,opera English,True,14
4,1,double entry,spoonerisms,False,14
4,64,free verse,free verse,True,14
4,81,spoonerisms,spoonerisms,True,14
4,11,hesitation,hesitation,True,14
4,0,notation,double entry,False,14
4,42,cross-examination,cross-examination,True,14
4,91,mathematical,mathematical,True,14
5,41,cockney,cockney,True,14
5,30,reported speech,reported speech,True,14
5,24,onomatopoeia,onomatopoeia,True,14
5,73,proper names,synchysis,False,14
5,11,hesitation,synchysis,False,14
5,94,precious,synchysis,False,14
5,57,auditory,onomatopoeia,False,14
5,10,word game,synchysis,False,14
5,40,noble,synchysis,False,14
5,70,parts of speech,parts of speech,True,14
5,18,minimism,synchysis,False,14
5,8,synchysis,reported speech,False,14
5,28,past,reported speech,False,14
5,91,mathematical,mathematical,True,14
6,66,gallicisms,gallicisms,True,14
6,42,cross-examination,narrative,False,14
6,37,speaking personally,speaking personally,True,14
6,76,antiphrasis,narrative,False,14
6,26,insistence,narrative,False,14
6,91,mathematical,mathematical,True,14
6,70,parts of speech,parts of speech,True,14
6,15,narrative,narrative,True,14
6,63,haiku,haiku,True,14
6,71,metathesis,narrative,False,14
6,36,syncope,syncope,True,14
6,13,the subjective side,narrative,False,14
6,38,exclamations,narrative,False,14
6,78,more or less,parts of speech,False,14
7,49,awkward,hesitation,False,14
7,37,speaking personally,speaking personally,True,14
7,30,reported speech,reported speech,True,14
7,77,dog latin,retrograde,False,14
7,23,blurb,blurb,True,14
7,85,gastronomical,gastronomical,True,14
7,56,visual,visual,True,14
7,11,hesitation,hesitation,True,14
7,40,noble,awkward,False,14
7,74,rhyming slang,rhyming slang,True,14
7,24,onomatopoeia,onomatopoeia,True,14
7,4,retrograde,reported speech,False,14
7,33,polyptotes,reported speech,False,14
7,79,opera English,opera English,True,14
8,68,epenthesis,hellenisms,False,14
8,50,casual,hesitation,False,14
8,16,word-composition,hellenisms,False,14
8,88,modern style,hellenisms,False,14
8,10,word game,hellenisms,False,14
8,91,mathematical,mathematical,True,14
8,70,parts of speech,parts of speech,True,14
8,8,synchysis,hellenisms,False,14
8,61,hellenisms,hellenisms,True,14
8,87,futile,portrait,False,14
8,11,hesitation,hesitation,True,14
8,4,retrograde,hesitation,False,14
8,19,anagrams,hellenisms,False,14
8,90,portrait,portrait,True,14
9,75,back slang,back slang,True,14
9,64,free verse,free verse,True,14
9,53,olfactory,olfactory,True,14
9,85,gastronomical,antiphrasis,False,14
9,35,apocope,apocope,True,14
9,90,portrait,portrait,True,14
9,76,antiphrasis,free verse,False,14
9,30,reported speech,reported speech,True,14
9,67,prosthesis,portrait,False,14
9,83,medical,portrait,False,14
9,45,parechesis,back slang,False,14
9,27,ignorance,reported speech,False,14
9,57,auditory,free verse,False,14
9,87,futile,portrait,False,14
10,63,haiku,haiku,True,14
10,41,cockney,cockney,True,14
10,31,passive,passive,True,14
10,81,spoonerisms,cockney,False,14
10,14,another subjectivity,cockney,False,14
10,94,precious,litotes,False,14
10,76,antiphrasis,cockney,False,14
10,10,word game,litotes,False,14
10,42,cross-examination,litotes,False,14
10,79,opera English,opera English,True,14
10,24,onomatopoeia,word game,False,14
10,2,litotes,litotes,True,14
10,34,apheresis,cockney,False,14
10,91,mathematical,mathematical,True,14
11,54,gustatory,gustatory,True,14
11,42,cross-examination,cross-examination,True,14
11,21,omeoptotes,precision,False,14
11,78,more or less,more or less,True,14
11,12,precision,precision,True,14
11,90,portrait,botanical,False,14
11,69,paragoge,minimism,False,14
11,7,prognostication,prognostication,True,14
11,47,philosophic,philosophic,True,14
11,74,rhyming slang,rhyming slang,True,14
11,18,minimism,portrait,False,14
11,5,surprises,surprises,True,14
11,28,past,portrait,False,14
11,82,botanical,botanical,True,14
12,47,philosophic,philosophic,True,14
12,15,narrative,casual,False,14
12,11,hesitation,another subjectivity,False,14
12,78,more or less,casual,False,14
12,4,retrograde,narrative,False,14
12,88,modern style,casual,False,14
12,50,casual,casual,True,14
12,3,metaphorically,metaphorically,True,14
12,24,onomatopoeia,onomatopoeia,True,14
12,74,rhyming slang,rhyming slang,True,14
12,9,the rainbow,botanical,False,14
12,2,litotes,narrative,False,14
12,14,another subjectivity,casual,False,14
12,82,botanical,botanical,True,14
13,62,reactionary,for ze Frrensh,False,14
13,26,insistence,narrative,False,14
13,23,blurb,blurb,True,14
13,87,futile,narrative,False,14
13,12,precision,precision,True,14
13,94,precious,for ze Frrensh,False,14
13,70,parts of speech,parts of speech,True,14
13,7,prognostication,narrative,False,14
13,54,gustatory,gustatory,True,14
13,80,for ze Frrensh,west indian,False,14
13,15,narrative,narrative,True,14
13,2,litotes,narrative,False,14
13,24,onomatopoeia,onomatopoeia,True,14
13,92,west indian,west indian,True,14
14,44,asides,synchysis,False,14
14,33,polyptotes,synchysis,False,14
14,23,blurb,blurb,True,14
14,65,feminine,feminine,True,14
14,8,synchysis,synchysis,True,14
14,83,medical,medical,True,14
14,55,tactile,tactile,True,14
14,7,prognostication,synchysis,False,14
14,38,exclamations,exclamations,True,14
