Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,17,negativities,synchysis,False,10
1,84,abusive,abusive,True,10
1,61,hellenisms,hellenisms,True,10
1,48,apostrophe,synchysis,False,10
1,8,synchysis,narrative,False,10
1,32,alexandrines,narrative,False,10
1,15,narrative,narrative,True,10
1,64,free verse,free verse,True,10
1,73,proper names,synchysis,False,10
1,57,auditory,synchysis,False,10
2,12,precision,notation,False,10
2,90,portrait,portrait,True,10
2,57,auditory,metaphorically,False,10
2,49,awkward,more or less,False,10
2,0,notation,portrait,False,10
2,26,insistence,portrait,False,10
2,3,metaphorically,metaphorically,True,10
2,63,haiku,haiku,True,10
2,78,more or less,metaphorically,False,10
2,55,tactile,tactile,True,10
3,13,the subjective side,litotes,False,10
3,93,interjections,interjections,True,10
3,70,parts of speech,parts of speech,True,10
3,34,apheresis,metaphorically,False,10
3,2,litotes,the subjective side,False,10
3,29,present,metaphorically,False,10
3,3,metaphorically,metaphorically,True,10
3,76,antiphrasis,metaphorically,False,10
3,84,abusive,litotes,False,10
3,40,noble,metaphorically,False,10
4,27,ignorance,past,False,10
4,93,interjections,interjections,True,10
4,56,visual,visual,True,10
4,48,apostrophe,apostrophe,True,10
4,1,double entry,modern style,False,10
4,28,past,visual,False,10
4,3,metaphorically,metaphorically,True,10
4,68,epenthesis,epenthesis,True,10
4,88,modern style,past,False,10
4,54,gustatory,gustatory,True,10
5,29,present,telegraphic,False,10
5,87,futile,asides,False,10
5,58,telegraphic,telegraphic,True,10
5,44,asides,telegraphic,False,10
5,2,litotes,past,False,10
5,37,speaking personally,speaking personally,True,10
5,28,past,past,True,10
5,64,free verse,free verse,True,10
5,71,metathesis,metathesis,True,10
5,53,olfactory,olfactory,True,10
6,23,blurb,blurb,True,10
6,93,interjections,interjections,True,10
6,81,spoonerisms,spoonerisms,True,10
6,42,cross-examination,narrative,False,10
6,12,precision,precision,True,10
6,37,speaking personally,speaking personally,True,10
6,15,narrative,narrative,True,10
6,83,medical,west indian,False,10
6,92,west indian,west indian,True,10
6,72,consequences,consequences,True,10
7,36,syncope,syncope,True,10
7,86,zoological,zoological,True,10
7,64,free verse,free verse,True,10
7,50,casual,casual,True,10
7,4,retrograde,casual,False,10
7,38,exclamations,exclamations,True,10
7,24,onomatopoeia,onomatopoeia,True,10
7,65,feminine,casual,False,10
7,76,antiphrasis,casual,False,10
7,54,gustatory,gustatory,True,10
8,46,spectral,spectral,True,10
8,90,portrait,zoological,False,10
8,71,metathesis,metathesis,True,10
8,53,olfactory,olfactory,True,10
8,22,official letter,official letter,True,10
8,51,biased,portrait,False,10
8,31,passive,portrait,False,10
8,86,zoological,zoological,True,10
8,87,futile,portrait,False,10
8,62,reactionary,reactionary,True,10
9,20,distinguo,gallicisms,False,10
9,95,unexpected,casual,False,10
9,66,gallicisms,gallicisms,True,10
9,50,casual,casual,True,10
9,11,hesitation,the subjective side,False,10
