Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,51,biased,gallicisms,False,12
1,75,back slang,gallicisms,False,12
1,45,parechesis,gallicisms,False,12
1,66,gallicisms,gallicisms,True,12
1,33,polyptotes,gallicisms,False,12
1,62,reactionary,gallicisms,False,12
1,27,ignorance,ignorance,True,12
1,53,olfactory,olfactory,True,12
1,63,haiku,haiku,True,12
1,38,exclamations,exclamations,True,12
1,5,surprises,gallicisms,False,12
1,49,awkward,ignorance,False,12
2,65,feminine,feminine,True,12
2,94,precious,for ze Frrensh,False,12
2,36,syncope,syncope,True,12
2,91,mathematical,mathematical,True,12
2,18,minimism,minimism,True,12
2,78,more or less,syncope,False,12
2,17,negativities,minimism,False,12
2,69,paragoge,paragoge,True,12
2,80,for ze Frrensh,for ze Frrensh,True,12
2,32,alexandrines,alexandrines,True,12
2,12,precision,mathematical,False,12
2,39,you know,you know,True,12
3,55,tactile,tactile,True,12
3,88,modern style,modern style,True,12
3,42,cross-examination,cross-examination,True,12
3,82,botanical,botanical,True,12
3,26,insistence,precision,False,12
3,72,consequences,modern style,False,12
3,12,precision,precision,True,12
3,61,hellenisms,hellenisms,True,12
3,79,opera English,opera English,True,12
3,40,noble,hellenisms,False,12
3,9,the rainbow,modern style,False,12
3,45,parechesis,hellenisms,False,12
4,62,reactionary,biased,False,12
4,93,interjections,interjections,True,12
4,51,biased,metathesis,False,12
4,91,mathematical,mathematical,True,12
4,11,hesitation,hesitation,True,12
4,71,metathesis,metathesis,True,12
4,7,prognostication,zoological,False,12
4,67,prosthesis,polyptotes,False,12
4,86,zoological,zoological,True,12
4,33,polyptotes,zoological,False,12
4,1,double entry,polyptotes,False,12
4,56,visual,visual,True,12
5,64,free verse,free verse,True,12
5,94,precious,synchysis,False,12
5,41,cockney,cockney,True,12
5,91,mathematical,mathematical,True,12
5,24,onomatopoeia,onomatopoeia,True,12
5,79,opera English,opera English,True,12
5,8,synchysis,synchysis,True,12
5,73,proper names,synchysis,False,12
5,81,spoonerisms,synchysis,False,12
5,31,passive,passive,True,12
5,0,notation,synchysis,False,12
5,42,cross-examination,cross-examination,True,12
6,38,exclamations,exclamations,True,12
6,70,parts of speech,parts of speech,True,12
6,28,past,reported speech,False,12
6,66,gallicisms,gallicisms,True,12
6,13,the subjective side,reported speech,False,12
6,57,auditory,word game,False,12
6,11,hesitation,the subjective side,False,12
6,40,noble,gallicisms,False,12
6,63,haiku,haiku,True,12
6,18,minimism,reported speech,False,12
6,10,word game,reported speech,False,12
6,30,reported speech,reported speech,True,12
7,56,visual,visual,True,12
7,91,mathematical,mathematical,True,12
7,37,speaking personally,narrative,False,12
7,78,more or less,metathesis,False,12
7,26,insistence,narrative,False,12
7,71,metathesis,metathesis,True,12
7,15,narrative,narrative,True,12
7,70,parts of speech,parts of speech,True,12
7,76,antiphrasis,narrative,False,12
7,36,syncope,metathesis,False,12
7,11,hesitation,narrative,False,12
7,42,cross-examination,narrative,False,12
8,40,noble,awkward,False,12
8,85,gastronomical,gastronomical,True,12
8,33,polyptotes,reported speech,False,12
8,79,opera English,opera English,True,12
8,24,onomatopoeia,onomatopoeia,True,12
8,74,rhyming slang,rhyming slang,True,12
8,23,blurb,blurb,True,12
8,49,awkward,reported speech,False,12
8,77,dog latin,reported speech,False,12
8,30,reported speech,reported speech,True,12
8,4,retrograde,reported speech,False,12
8,37,speaking personally,speaking personally,True,12
9,50,casual,casual,True,12
9,90,portrait,hellenisms,False,12
9,16,word-composition,hellenisms,False,12
9,88,modern style,hellenisms,False,12
9,10,word game,hellenisms,False,12
9,70,parts of speech,hellenisms,False,12
9,8,synchysis,synchysis,True,12
9,61,hellenisms,hellenisms,True,12
9,87,futile,portrait,False,12
9,11,hesitation,hesitation,True,12
9,4,retrograde,casual,False,12
9,19,anagrams,synchysis,False,12
10,67,prosthesis,reported speech,False,12
