Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,73,proper names,synchysis,False,8
1,17,negativities,synchysis,False,8
1,15,narrative,narrative,True,8
1,64,free verse,free verse,True,8
1,8,synchysis,narrative,False,8
1,57,auditory,synchysis,False,8
1,32,alexandrines,narrative,False,8
1,61,hellenisms,hellenisms,True,8
2,84,abusive,metaphorically,False,8
2,26,insistence,precision,False,8
2,12,precision,precision,True,8
2,63,haiku,haiku,True,8
2,3,metaphorically,metaphorically,True,8
2,49,awkward,awkward,True,8
2,48,apostrophe,apostrophe,True,8
2,55,tactile,tactile,True,8
3,93,interjections,interjections,True,8
3,34,apheresis,apheresis,True,8
3,29,present,portrait,False,8
3,90,portrait,portrait,True,8
3,0,notation,portrait,False,8
3,76,antiphrasis,portrait,False,8
3,57,auditory,auditory,True,8
3,78,more or less,apheresis,False,8
4,84,abusive,abusive,True,8
4,3,metaphorically,metaphorically,True,8
4,2,litotes,double entry,False,8
4,70,parts of speech,parts of speech,True,8
4,1,double entry,parts of speech,False,8
4,40,noble,metaphorically,False,8
4,13,the subjective side,litotes,False,8
4,48,apostrophe,apostrophe,True,8
5,93,interjections,interjections,True,8
5,28,past,past,True,8
5,27,ignorance,past,False,8
5,88,modern style,past,False,8
5,3,metaphorically,metaphorically,True,8
5,56,visual,visual,True,8
5,54,gustatory,gustatory,True,8
5,68,epenthesis,epenthesis,True,8
6,87,futile,asides,False,8
6,37,speaking personally,speaking personally,True,8
6,29,present,present,True,8
6,71,metathesis,telegraphic,False,8
6,28,past,past,True,8
6,58,telegraphic,telegraphic,True,8
6,44,asides,asides,True,8
6,64,free verse,free verse,True,8
7,93,interjections,interjections,True,8
7,23,blurb,precision,False,8
7,12,precision,precision,True,8
7,83,medical,medical,True,8
7,2,litotes,precision,False,8
7,72,consequences,precision,False,8
7,53,olfactory,olfactory,True,8
7,81,spoonerisms,precision,False,8
8,93,interjections,interjections,True,8
8,42,cross-examination,cross-examination,True,8
8,37,speaking personally,speaking personally,True,8
8,92,west indian,west indian,True,8
8,15,narrative,narrative,True,8
8,65,feminine,narrative,False,8
8,54,gustatory,gustatory,True,8
8,86,zoological,zoological,True,8
9,76,antiphrasis,casual,False,8
9,36,syncope,syncope,True,8
9,24,onomatopoeia,free verse,False,8
9,65,feminine,casual,False,8
9,4,retrograde,retrograde,True,8
9,50,casual,casual,True,8
9,38,exclamations,exclamations,True,8
9,64,free verse,free verse,True,8
10,86,zoological,zoological,True,8
