Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,51,biased,gallicisms,False,13
1,66,gallicisms,gallicisms,True,13
1,45,parechesis,gallicisms,False,13
1,65,feminine,gallicisms,False,13
1,33,polyptotes,gallicisms,False,13
1,62,reactionary,reactionary,True,13
1,27,ignorance,ignorance,True,13
1,53,olfactory,olfactory,True,13
1,63,haiku,haiku,True,13
1,38,exclamations,exclamations,True,13
1,5,surprises,exclamations,False,13
1,49,awkward,ignorance,False,13
1,75,back slang,back slang,True,13
2,39,you know,you know,True,13
2,91,mathematical,mathematical,True,13
2,32,alexandrines,alexandrines,True,13
2,88,modern style,for ze Frrensh,False,13
2,17,negativities,precision,False,13
2,78,more or less,syncope,False,13
2,12,precision,mathematical,False,13
2,69,paragoge,modern style,False,13
2,80,for ze Frrensh,for ze Frrensh,True,13
2,18,minimism,more or less,False,13
2,9,the rainbow,syncope,False,13
2,36,syncope,minimism,False,13
2,94,precious,for ze Frrensh,False,13
3,56,visual,botanical,False,13
3,79,opera English,opera English,True,13
3,45,parechesis,hellenisms,False,13
3,72,consequences,consequences,True,13
3,40,noble,precision,False,13
3,62,reactionary,reactionary,True,13
3,26,insistence,precision,False,13
3,61,hellenisms,hellenisms,True,13
3,71,metathesis,metathesis,True,13
3,42,cross-examination,precision,False,13
3,12,precision,precision,True,13
3,55,tactile,tactile,True,13
3,82,botanical,botanical,True,13
4,67,prosthesis,spoonerisms,False,13
4,91,mathematical,mathematical,True,13
4,33,polyptotes,spoonerisms,False,13
4,86,zoological,zoological,True,13
4,7,prognostication,hesitation,False,13
4,79,opera English,opera English,True,13
4,1,double entry,polyptotes,False,13
4,71,metathesis,spoonerisms,False,13
4,81,spoonerisms,spoonerisms,True,13
4,11,hesitation,hesitation,True,13
4,0,notation,double entry,False,13
4,51,biased,hesitation,False,13
4,93,interjections,interjections,True,13
5,41,cockney,cockney,True,13
5,91,mathematical,mathematical,True,13
5,30,reported speech,reported speech,True,13
5,73,proper names,synchysis,False,13
5,24,onomatopoeia,onomatopoeia,True,13
5,64,free verse,minimism,False,13
5,18,minimism,minimism,True,13
5,42,cross-examination,reported speech,False,13
5,70,parts of speech,parts of speech,True,13
5,28,past,reported speech,False,13
5,8,synchysis,reported speech,False,13
5,31,passive,reported speech,False,13
5,94,precious,past,False,13
6,40,noble,narrative,False,13
6,71,metathesis,metathesis,True,13
6,37,speaking personally,speaking personally,True,13
6,66,gallicisms,gallicisms,True,13
6,13,the subjective side,narrative,False,13
6,57,auditory,word game,False,13
6,11,hesitation,hesitation,True,13
6,42,cross-examination,narrative,False,13
6,63,haiku,haiku,True,13
6,15,narrative,gallicisms,False,13
6,10,word game,narrative,False,13
6,38,exclamations,exclamations,True,13
6,91,mathematical,mathematical,True,13
7,56,visual,visual,True,13
7,77,dog latin,visual,False,13
7,40,noble,parts of speech,False,13
7,76,antiphrasis,reported speech,False,13
7,30,reported speech,reported speech,True,13
7,71,metathesis,parts of speech,False,13
7,26,insistence,reported speech,False,13
