Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,73,proper names,proper names,True,4
1,32,alexandrines,synchysis,False,4
1,8,synchysis,negativities,False,4
1,17,negativities,alexandrines,False,4
2,64,free verse,free verse,True,4
2,61,hellenisms,hellenisms,True,4
2,15,narrative,narrative,True,4
2,57,auditory,auditory,True,4
3,84,abusive,abusive,True,4
3,48,apostrophe,apostrophe,True,4
3,12,precision,precision,True,4
3,26,insistence,insistence,True,4
4,63,haiku,haiku,True,4
4,55,tactile,tactile,True,4
4,3,metaphorically,metaphorically,True,4
4,49,awkward,awkward,True,4
5,90,portrait,portrait,True,4
5,78,more or less,auditory,False,4
5,0,notation,notation,True,4
5,57,auditory,more or less,False,4
6,93,interjections,interjections,True,4
6,76,antiphrasis,present,False,4
6,29,present,apheresis,False,4
6,34,apheresis,antiphrasis,False,4
7,40,noble,metaphorically,False,4
7,13,the subjective side,the subjective side,True,4
7,2,litotes,noble,False,4
7,3,metaphorically,litotes,False,4
8,84,abusive,abusive,True,4
8,70,parts of speech,parts of speech,True,4
8,1,double entry,double entry,True,4
8,3,metaphorically,metaphorically,True,4
9,88,modern style,ignorance,False,4
9,54,gustatory,gustatory,True,4
9,27,ignorance,apostrophe,False,4
9,48,apostrophe,modern style,False,4
10,93,interjections,interjections,True,4
10,68,epenthesis,epenthesis,True,4
10,3,metaphorically,metaphorically,True,4
10,28,past,past,True,4
11,71,metathesis,metathesis,True,4
11,64,free verse,free verse,True,4
11,29,present,present,True,4
11,56,visual,visual,True,4
12,87,futile,past,False,4
12,44,asides,futile,False,4
12,28,past,present,False,4
12,29,present,asides,False,4
13,58,telegraphic,telegraphic,True,4
13,53,olfactory,olfactory,True,4
13,2,litotes,speaking personally,False,4
13,37,speaking personally,litotes,False,4
14,83,medical,medical,True,4
14,72,consequences,consequences,True,4
14,12,precision,precision,True,4
14,23,blurb,blurb,True,4
15,93,interjections,interjections,True,4
15,81,spoonerisms,spoonerisms,True,4
15,15,narrative,narrative,True,4
15,37,speaking personally,speaking personally,True,4
16,93,interjections,interjections,True,4
16,92,west indian,west indian,True,4
16,42,cross-examination,cross-examination,True,4
16,65,feminine,feminine,True,4
17,86,zoological,zoological,True,4
17,65,feminine,feminine,True,4
17,24,onomatopoeia,onomatopoeia,True,4
17,54,gustatory,gustatory,True,4
18,76,antiphrasis,exclamations,False,4
18,64,free verse,free verse,True,4
18,36,syncope,syncope,True,4
18,38,exclamations,antiphrasis,False,4
19,76,antiphrasis,casual,False,4
19,65,feminine,feminine,True,4
19,4,retrograde,retrograde,True,4
19,50,casual,antiphrasis,False,4
20,62,reactionary,reactionary,True,4
21,86,zoological,zoological,True,4
21,71,metathesis,metathesis,True,4
21,22,official letter,official letter,True,4
21,46,spectral,spectral,True,4
22,95,unexpected,portrait,False,4
22,90,portrait,unexpected,False,4
22,47,philosophic,philosophic,True,4
22,87,futile,futile,True,4
23,85,gastronomical,gastronomical,True,4
23,66,gallicisms,gallicisms,True,4
23,11,hesitation,hesitation,True,4
23,56,visual,visual,True,4
24,67,prosthesis,the subjective side,False,4
24,50,casual,casual,True,4
24,13,the subjective side,distinguo,False,4
24,20,distinguo,prosthesis,False,4
25,94,precious,metaphorically,False,4
25,63,haiku,haiku,True,4
25,3,metaphorically,precious,False,4
25,47,philosophic,philosophic,True,4
26,91,mathematical,mathematical,True,4
26,61,hellenisms,hellenisms,True,4
26,5,surprises,surprises,True,4
26,39,you know,you know,True,4
27,79,opera English,casual,False,4
28,83,medical,medical,True,4
28,65,feminine,feminine,True,4
28,21,omeoptotes,omeoptotes,True,4
28,29,present,present,True,4
29,71,metathesis,metathesis,True,4
29,70,parts of speech,parts of speech,True,4
29,1,double entry,double entry,True,4
29,25,logical analysis,logical analysis,True,4
30,66,gallicisms,gallicisms,True,4
30,51,biased,asides,False,4
30,29,present,present,True,4
30,44,asides,biased,False,4
31,74,rhyming slang,rhyming slang,True,4
31,58,telegraphic,telegraphic,True,4
31,34,apheresis,apheresis,True,4
31,45,parechesis,parechesis,True,4
32,94,precious,metathesis,False,4
32,85,gastronomical,gastronomical,True,4
32,71,metathesis,more or less,False,4
32,78,more or less,precious,False,4
33,95,unexpected,awkward,False,4
33,66,gallicisms,gallicisms,True,4
33,0,notation,notation,True,4
33,49,awkward,unexpected,False,4
34,72,consequences,consequences,True,4
34,67,prosthesis,word-composition,False,4
34,16,word-composition,insistence,False,4
34,26,insistence,prosthesis,False,4
