Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,8,synchysis,synchysis,True,3
1,73,proper names,proper names,True,3
1,17,negativities,negativities,True,3
2,15,narrative,narrative,True,3
2,64,free verse,free verse,True,3
2,32,alexandrines,alexandrines,True,3
3,57,auditory,auditory,True,3
3,84,abusive,abusive,True,3
3,61,hellenisms,hellenisms,True,3
4,12,precision,precision,True,3
4,48,apostrophe,apostrophe,True,3
4,26,insistence,insistence,True,3
5,3,metaphorically,metaphorically,True,3
5,63,haiku,haiku,True,3
5,49,awkward,awkward,True,3
6,0,notation,more or less,False,3
6,78,more or less,notation,False,3
6,55,tactile,tactile,True,3
7,34,apheresis,apheresis,True,3
7,90,portrait,portrait,True,3
7,57,auditory,auditory,True,3
8,29,present,present,True,3
8,93,interjections,interjections,True,3
8,76,antiphrasis,antiphrasis,True,3
9,3,metaphorically,metaphorically,True,3
9,40,noble,the subjective side,False,3
9,13,the subjective side,noble,False,3
10,2,litotes,litotes,True,3
10,84,abusive,abusive,True,3
10,3,metaphorically,metaphorically,True,3
11,1,double entry,parts of speech,False,3
11,70,parts of speech,double entry,False,3
11,48,apostrophe,apostrophe,True,3
12,27,ignorance,ignorance,True,3
12,88,modern style,modern style,True,3
12,54,gustatory,gustatory,True,3
13,3,metaphorically,metaphorically,True,3
13,93,interjections,interjections,True,3
13,68,epenthesis,epenthesis,True,3
14,28,past,past,True,3
14,64,free verse,free verse,True,3
14,56,visual,visual,True,3
15,29,present,present,True,3
15,71,metathesis,metathesis,True,3
15,44,asides,asides,True,3
16,28,past,past,True,3
16,87,futile,futile,True,3
16,29,present,present,True,3
17,2,litotes,telegraphic,False,3
17,58,telegraphic,telegraphic,True,3
17,37,speaking personally,speaking personally,True,3
18,53,olfactory,olfactory,True,3
18,83,medical,medical,True,3
18,72,consequences,consequences,True,3
19,12,precision,precision,True,3
19,81,spoonerisms,spoonerisms,True,3
19,23,blurb,blurb,True,3
20,15,narrative,narrative,True,3
20,93,interjections,interjections,True,3
20,37,speaking personally,speaking personally,True,3
21,42,cross-examination,cross-examination,True,3
21,93,interjections,interjections,True,3
21,92,west indian,west indian,True,3
22,54,gustatory,gustatory,True,3
22,86,zoological,zoological,True,3
22,65,feminine,feminine,True,3
23,24,onomatopoeia,onomatopoeia,True,3
23,38,exclamations,exclamations,True,3
23,36,syncope,syncope,True,3
24,64,free verse,free verse,True,3
24,76,antiphrasis,antiphrasis,True,3
24,65,feminine,feminine,True,3
25,4,retrograde,casual,False,3
25,76,antiphrasis,retrograde,False,3
25,50,casual,antiphrasis,False,3
26,31,passive,passive,True,3
26,62,reactionary,biased,False,3
26,51,biased,reactionary,False,3
27,22,official letter,official letter,True,3
27,86,zoological,zoological,True,3
27,53,olfactory,olfactory,True,3
28,46,spectral,spectral,True,3
28,90,portrait,portrait,True,3
28,71,metathesis,metathesis,True,3
29,47,philosophic,philosophic,True,3
29,95,unexpected,unexpected,True,3
29,87,futile,futile,True,3
30,11,hesitation,hesitation,True,3
30,85,gastronomical,gastronomical,True,3
30,56,visual,visual,True,3
31,13,the subjective side,the subjective side,True,3
31,66,gallicisms,gallicisms,True,3
31,20,distinguo,distinguo,True,3
32,47,philosophic,philosophic,True,3
32,67,prosthesis,casual,False,3
32,50,casual,prosthesis,False,3
33,3,metaphorically,metaphorically,True,3
33,94,precious,precious,True,3
33,63,haiku,haiku,True,3
34,5,surprises,surprises,True,3
34,61,hellenisms,hellenisms,True,3
34,39,you know,you know,True,3
35,76,antiphrasis,antiphrasis,True,3
35,91,mathematical,mathematical,True,3
35,79,opera English,opera English,True,3
36,50,casual,casual,True,3
36,83,medical,medical,True,3
36,75,back slang,back slang,True,3
37,21,omeoptotes,omeoptotes,True,3
37,65,feminine,feminine,True,3
37,29,present,present,True,3
38,1,double entry,logical analysis,False,3
38,70,parts of speech,parts of speech,True,3
38,25,logical analysis,double entry,False,3
39,29,present,present,True,3
39,71,metathesis,metathesis,True,3
39,51,biased,biased,True,3
40,44,asides,gallicisms,False,3
40,74,rhyming slang,rhyming slang,True,3
40,66,gallicisms,asides,False,3
41,34,apheresis,apheresis,True,3
41,58,telegraphic,telegraphic,True,3
41,45,parechesis,parechesis,True,3
42,71,metathesis,metathesis,True,3
42,85,gastronomical,gastronomical,True,3
42,78,more or less,more or less,True,3
43,0,notation,awkward,False,3
43,94,precious,notation,False,3
43,49,awkward,precious,False,3
44,16,word-composition,gallicisms,False,3
44,95,unexpected,word-composition,False,3
44,66,gallicisms,unexpected,False,3
45,26,insistence,insistence,True,3
45,72,consequences,consequences,True,3
45,67,prosthesis,prosthesis,True,3
46,7,prognostication,prognostication,True,3
46,62,reactionary,reactionary,True,3
46,54,gustatory,gustatory,True,3
47,46,spectral,spectral,True,3
47,73,proper names,proper names,True,3
47,71,metathesis,metathesis,True,3
48,25,logical analysis,logical analysis,True,3
48,65,feminine,feminine,True,3
48,52,sonnet,sonnet,True,3
49,45,parechesis,parechesis,True,3
49,63,haiku,haiku,True,3
49,53,olfactory,olfactory,True,3
50,0,notation,asides,False,3
50,69,paragoge,notation,False,3
50,44,asides,paragoge,False,3
