Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,17,negativities,synchysis,False,10
1,84,abusive,negativities,False,10
1,61,hellenisms,hellenisms,True,10
1,48,apostrophe,apostrophe,True,10
1,8,synchysis,proper names,False,10
1,32,alexandrines,free verse,False,10
1,15,narrative,narrative,True,10
1,64,free verse,auditory,False,10
1,73,proper names,abusive,False,10
1,57,auditory,alexandrines,False,10
2,12,precision,precision,True,10
2,90,portrait,metaphorically,False,10
2,57,auditory,auditory,True,10
2,49,awkward,more or less,False,10
2,0,notation,insistence,False,10
2,26,insistence,awkward,False,10
2,3,metaphorically,haiku,False,10
2,63,haiku,portrait,False,10
2,78,more or less,notation,False,10
2,55,tactile,tactile,True,10
3,13,the subjective side,the subjective side,True,10
3,93,interjections,interjections,True,10
3,70,parts of speech,parts of speech,True,10
3,34,apheresis,apheresis,True,10
3,2,litotes,present,False,10
3,29,present,metaphorically,False,10
3,3,metaphorically,noble,False,10
3,76,antiphrasis,litotes,False,10
3,84,abusive,abusive,True,10
3,40,noble,antiphrasis,False,10
4,27,ignorance,ignorance,True,10
4,93,interjections,interjections,True,10
4,56,visual,gustatory,False,10
4,48,apostrophe,metaphorically,False,10
4,1,double entry,epenthesis,False,10
4,28,past,visual,False,10
4,3,metaphorically,apostrophe,False,10
4,68,epenthesis,past,False,10
4,88,modern style,double entry,False,10
4,54,gustatory,modern style,False,10
5,29,present,litotes,False,10
5,87,futile,present,False,10
5,58,telegraphic,telegraphic,True,10
5,44,asides,free verse,False,10
5,2,litotes,futile,False,10
5,37,speaking personally,speaking personally,True,10
5,28,past,asides,False,10
5,64,free verse,metathesis,False,10
5,71,metathesis,olfactory,False,10
5,53,olfactory,past,False,10
6,23,blurb,blurb,True,10
6,93,interjections,interjections,True,10
6,81,spoonerisms,west indian,False,10
6,42,cross-examination,cross-examination,True,10
6,12,precision,precision,True,10
6,37,speaking personally,speaking personally,True,10
6,15,narrative,narrative,True,10
6,83,medical,medical,True,10
6,92,west indian,spoonerisms,False,10
6,72,consequences,consequences,True,10
7,36,syncope,syncope,True,10
7,86,zoological,zoological,True,10
7,64,free verse,free verse,True,10
7,50,casual,casual,True,10
7,4,retrograde,retrograde,True,10
7,38,exclamations,exclamations,True,10
7,24,onomatopoeia,onomatopoeia,True,10
7,65,feminine,feminine,True,10
7,76,antiphrasis,gustatory,False,10
