Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,17,negativities,synchysis,False,6
1,15,narrative,narrative,True,6
1,64,free verse,free verse,True,6
1,8,synchysis,negativities,False,6
1,32,alexandrines,proper names,False,6
1,73,proper names,alexandrines,False,6
2,48,apostrophe,apostrophe,True,6
2,26,insistence,precision,False,6
2,61,hellenisms,hellenisms,True,6
2,12,precision,insistence,False,6
2,57,auditory,auditory,True,6
2,84,abusive,abusive,True,6
3,49,awkward,awkward,True,6
3,3,metaphorically,metaphorically,True,6
3,63,haiku,haiku,True,6
3,0,notation,more or less,False,6
3,55,tactile,tactile,True,6
3,78,more or less,notation,False,6
4,57,auditory,auditory,True,6
4,34,apheresis,apheresis,True,6
4,90,portrait,portrait,True,6
4,29,present,present,True,6
4,76,antiphrasis,antiphrasis,True,6
4,93,interjections,interjections,True,6
5,13,the subjective side,litotes,False,6
5,3,metaphorically,metaphorically,True,6
5,70,parts of speech,parts of speech,True,6
5,2,litotes,noble,False,6
5,40,noble,the subjective side,False,6
5,84,abusive,abusive,True,6
6,48,apostrophe,apostrophe,True,6
6,27,ignorance,ignorance,True,6
6,88,modern style,gustatory,False,6
6,1,double entry,double entry,True,6
6,54,gustatory,interjections,False,6
6,93,interjections,modern style,False,6
7,56,visual,visual,True,6
7,28,past,past,True,6
7,68,epenthesis,epenthesis,True,6
7,3,metaphorically,metaphorically,True,6
7,64,free verse,free verse,True,6
7,71,metathesis,metathesis,True,6
8,37,speaking personally,speaking personally,True,6
8,29,present,telegraphic,False,6
8,58,telegraphic,futile,False,6
8,28,past,past,True,6
8,44,asides,asides,True,6
8,87,futile,present,False,6
9,23,blurb,blurb,True,6
9,12,precision,precision,True,6
9,72,consequences,consequences,True,6
9,2,litotes,litotes,True,6
9,53,olfactory,olfactory,True,6
9,83,medical,medical,True,6
10,42,cross-examination,cross-examination,True,6
10,37,speaking personally,speaking personally,True,6
10,92,west indian,west indian,True,6
10,15,narrative,narrative,True,6
10,81,spoonerisms,spoonerisms,True,6
10,93,interjections,interjections,True,6
11,38,exclamations,exclamations,True,6
11,36,syncope,syncope,True,6
11,65,feminine,feminine,True,6
11,24,onomatopoeia,onomatopoeia,True,6
11,54,gustatory,gustatory,True,6
11,86,zoological,zoological,True,6
12,62,reactionary,retrograde,False,6
12,50,casual,antiphrasis,False,6
12,65,feminine,feminine,True,6
12,4,retrograde,casual,False,6
12,64,free verse,free verse,True,6
12,76,antiphrasis,reactionary,False,6
