Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,73,proper names,proper names,True,7
1,17,negativities,synchysis,False,7
1,15,narrative,narrative,True,7
1,8,synchysis,negativities,False,7
1,57,auditory,auditory,True,7
1,32,alexandrines,free verse,False,7
1,64,free verse,alexandrines,False,7
2,84,abusive,abusive,True,7
2,26,insistence,precision,False,7
2,12,precision,precision,True,7
2,3,metaphorically,metaphorically,True,7
2,61,hellenisms,hellenisms,True,7
2,48,apostrophe,apostrophe,True,7
2,63,haiku,haiku,True,7
3,90,portrait,portrait,True,7
3,49,awkward,apheresis,False,7
3,34,apheresis,notation,False,7
3,0,notation,more or less,False,7
3,57,auditory,auditory,True,7
3,55,tactile,tactile,True,7
3,78,more or less,awkward,False,7
4,93,interjections,interjections,True,7
4,13,the subjective side,noble,False,7
4,3,metaphorically,metaphorically,True,7
4,2,litotes,the subjective side,False,7
4,40,noble,antiphrasis,False,7
4,29,present,present,True,7
4,76,antiphrasis,litotes,False,7
5,88,modern style,modern style,True,7
5,27,ignorance,ignorance,True,7
5,3,metaphorically,apostrophe,False,7
5,1,double entry,abusive,False,7
5,70,parts of speech,parts of speech,True,7
5,48,apostrophe,double entry,False,7
5,84,abusive,metaphorically,False,7
6,93,interjections,interjections,True,7
6,54,gustatory,gustatory,True,7
6,28,past,past,True,7
6,3,metaphorically,metaphorically,True,7
6,64,free verse,free verse,True,7
6,56,visual,visual,True,7
6,68,epenthesis,epenthesis,True,7
7,87,futile,past,False,7
7,37,speaking personally,speaking personally,True,7
7,29,present,telegraphic,False,7
7,28,past,futile,False,7
7,58,telegraphic,metathesis,False,7
7,44,asides,present,False,7
7,71,metathesis,asides,False,7
8,83,medical,medical,True,7
8,23,blurb,blurb,True,7
8,12,precision,precision,True,7
8,2,litotes,consequences,False,7
8,72,consequences,litotes,False,7
8,53,olfactory,olfactory,True,7
8,81,spoonerisms,spoonerisms,True,7
9,93,interjections,interjections,True,7
9,42,cross-examination,cross-examination,True,7
9,37,speaking personally,speaking personally,True,7
9,15,narrative,narrative,True,7
9,65,feminine,feminine,True,7
9,54,gustatory,gustatory,True,7
9,92,west indian,west indian,True,7
10,86,zoological,zoological,True,7
10,38,exclamations,exclamations,True,7
10,36,syncope,syncope,True,7
10,24,onomatopoeia,onomatopoeia,True,7
10,65,feminine,feminine,True,7
10,64,free verse,free verse,True,7
10,76,antiphrasis,antiphrasis,True,7
11,76,antiphrasis,passive,False,7
11,50,casual,casual,True,7
11,31,passive,biased,False,7
