Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,51,biased,surprises,False,12
1,75,back slang,gallicisms,False,12
1,45,parechesis,parechesis,True,12
1,66,gallicisms,ignorance,False,12
1,33,polyptotes,haiku,False,12
1,62,reactionary,reactionary,True,12
1,27,ignorance,awkward,False,12
1,53,olfactory,olfactory,True,12
1,63,haiku,haiku,True,12
1,38,exclamations,exclamations,True,12
1,5,surprises,biased,False,12
1,49,awkward,polyptotes,False,12
2,65,feminine,feminine,True,12
2,94,precious,alexandrines,False,12
2,36,syncope,paragoge,False,12
2,91,mathematical,mathematical,True,12
2,18,minimism,more or less,False,12
2,78,more or less,syncope,False,12
2,17,negativities,precision,False,12
2,69,paragoge,negativities,False,12
2,80,for ze Frrensh,for ze Frrensh,True,12
2,32,alexandrines,precious,False,12
2,12,precision,minimism,False,12
2,39,you know,12:,False,12
3,55,tactile,tactile,True,12
3,88,modern style,consequences,False,12
3,42,cross-examination,cross-examination,True,12
3,82,botanical,botanical,True,12
3,26,insistence,opera English,False,12
3,72,consequences,parechesis,False,12
3,12,precision,precision,True,12
3,61,hellenisms,hellenisms,True,12
3,79,opera English,noble,False,12
3,40,noble,modern style,False,12
3,9,the rainbow,insistence,False,12
3,45,parechesis,rainbow,False,12
4,62,reactionary,reactionary,True,12
4,93,interjections,interjections,True,12
4,51,biased,zoological,False,12
4,91,mathematical,mathematical,True,12
4,11,hesitation,metathesis,False,12
4,71,metathesis,visual,False,12
4,7,prognostication,prosthesis,False,12
4,67,prosthesis,double entry,False,12
4,86,zoological,polyptotes,False,12
4,33,polyptotes,biased,False,12
4,1,double entry,hesitation,False,12
4,56,visual,prognostication,False,12
5,64,free verse,free verse,True,12
5,94,precious,opera English,False,12
5,41,cockney,cockney,True,12
5,91,mathematical,mathematical,True,12
5,24,onomatopoeia,onomatopoeia,True,12
5,79,opera English,synchysis,False,12
5,8,synchysis,spoonerisms,False,12
5,73,proper names,precious,False,12
5,81,spoonerisms,proper names,False,12
5,31,passive,passive,True,12
5,0,notation,cross-examination,False,12
5,42,cross-examination,12:,False,12
6,38,exclamations,exclamations,True,12
6,70,parts of speech,parts of speech,True,12
6,28,past,minimism,False,12
6,66,gallicisms,gallicisms,True,12
6,13,the subjective side,noble,False,12
6,57,auditory,auditory,True,12
6,11,hesitation,the subjective side,False,12
6,40,noble,haiku,False,12
6,63,haiku,reported speech,False,12
6,18,minimism,word game,False,12
6,10,word game,hesitation,False,12
6,30,reported speech,past,False,12
7,56,visual,visual,True,12
7,91,mathematical,mathematical,True,12
7,37,speaking personally,speaking personally,True,12
7,78,more or less,syncope,False,12
7,26,insistence,narrative,False,12
7,71,metathesis,metathesis,True,12
7,15,narrative,narrative,True,12
7,70,parts of speech,parts of speech,True,12
7,76,antiphrasis,narrative,False,12
7,36,syncope,syncope,True,12
7,11,hesitation,more or less,False,12
7,42,cross-examination,cross-examination,True,12
8,40,noble,noble,True,12
8,85,gastronomical,dog latin,False,12
8,33,polyptotes,retrograde,False,12
8,79,opera English,opera English,True,12
8,24,onomatopoeia,onomatopoeia,True,12
8,74,rhyming slang,rhyming slang,True,12
8,23,blurb,blurb,True,12
8,49,awkward,awkward,True,12
8,77,dog latin,reported speech,False,12
8,30,reported speech,speaking personally,False,12
8,4,retrograde,gastronomical,False,12
8,37,speaking personally,UNASSIGNED,False,12
9,50,casual,hesitation,False,12
9,90,portrait,portrait,True,12
9,16,word-composition,hellenisms,False,12
9,88,modern style,casual,False,12
9,10,word game,futile,False,12
9,70,parts of speech,parts of speech,True,12
9,8,synchysis,synchysis,True,12
9,61,hellenisms,retrograde,False,12
9,87,futile,word-composition,False,12
9,11,hesitation,modern style,False,12
9,4,retrograde,anagrams,False,12
9,19,anagrams,word game,False,12
10,67,prosthesis,ignorance,False,12
10,91,mathematical,mathematical,True,12
10,57,auditory,olfactory,False,12
10,87,futile,reported speech,False,12
10,35,apocope,epenthesis,False,12
10,75,back slang,back slang,True,12
10,30,reported speech,futile,False,12
10,68,epenthesis,prosthesis,False,12
10,76,antiphrasis,antiphrasis,True,12
10,53,olfactory,auditory,False,12
10,27,ignorance,free verse,False,12
10,64,free verse,apocope,False,12
11,76,antiphrasis,portrait,False,12
11,90,portrait,gastronomical,False,12
11,45,parechesis,spoonerisms,False,12
11,85,gastronomical,medical,False,12
11,41,cockney,cockney,True,12
11,81,spoonerisms,haiku,False,12
11,14,another subjectivity,another subjectivity,True,12
11,79,opera English,opera English,True,12
11,83,medical,parechesis,False,12
11,42,cross-examination,cross-examination,True,12
11,10,word game,antiphrasis,False,12
12,34,apheresis,apheresis,True,12
12,94,precious,precious,True,12
12,28,past,passive,False,12
12,91,mathematical,mathematical,True,12
12,21,omeoptotes,litotes,False,12
12,47,philosophic,philosophic,True,12
12,14,another subjectivity,gustatory,False,12
12,42,cross-examination,another subjectivity,False,12
12,54,gustatory,gustatory,True,12
12,24,onomatopoeia,onomatopoeia,True,12
12,2,litotes,past,False,12
12,31,passive,passive,True,12
13,69,paragoge,minimism,False,12
