Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,23,Prière dinsérer,Prière d'insérer,False,5,fre,24. Prière d'insérer
1,1,8,Synchyses,Synchyses,True,5,fre,9. Synchyses
1,1,0,Notations,Notations,True,5,fre,1. Notations
1,1,3,Métaphoriquement,Synchyses,False,5,fre,4. Métaphoriquement
1,1,20,Distinguo,Synchyses,False,5,fre,21. Distinguo
1,2,23,Prière dinsérer,Prière d'insérer,False,5,fre,24. Prière d'insérer
1,2,20,Distinguo,Synchyses,False,5,fre,21. Distinguo
1,2,0,Notations,Notations,True,5,fre,1. Notations
1,2,3,Métaphoriquement,Synchyses,False,5,fre,4. Métaphoriquement
1,2,8,Synchyses,Synchyses,True,5,fre,9. Synchyses
1,3,23,Prière dinsérer,Prière d'insérer,False,5,fre,24. Prière d'insérer
1,3,0,Notations,Notations,True,5,fre,1. Notations
1,3,8,Synchyses,Synchyses,True,5,fre,9. Synchyses
1,3,20,Distinguo,Synchyses,False,5,fre,21. Distinguo
1,3,3,Métaphoriquement,Synchyses,False,5,fre,4. Métaphoriquement
2,1,21,Homéotéleutes,Homéotéleutes,True,5,fre,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,2,Litotes,Animiste,False,5,fre,3. Litotes
2,1,23,Prière dinsérer,Animiste,False,5,fre,24. Prière d'insérer
2,1,17,Négativités,Litotes,False,5,fre,18. Négativités
2,1,18,Animiste,Animiste,True,5,fre,19. Animiste
2,2,21,Homéotéleutes,Homéotéleutes,True,5,fre,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,18,Animiste,Animiste,True,5,fre,19. Animiste
2,2,2,Litotes,Animiste,False,5,fre,3. Litotes
2,2,17,Négativités,Négativités,True,5,fre,18. Négativités
2,2,23,Prière dinsérer,Animiste,False,5,fre,24. Prière d'insérer
2,3,21,Homéotéleutes,Homéotéleutes,True,5,fre,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,23,Prière dinsérer,Animiste,False,5,fre,24. Prière d'insérer
2,3,18,Animiste,Animiste,True,5,fre,19. Animiste
2,3,2,Litotes,Animiste,False,5,fre,3. Litotes
2,3,17,Négativités,Litotes,False,5,fre,18. Négativités
3,1,19,Anagrammes,Composition de mots,False,5,fre,20. Anagrammes
3,1,7,Pronostications,Pronostications,True,5,fre,8. Pronostications
3,1,16,Composition de mots,Composition de mots,True,5,fre,17. Composition de mots
3,1,0,Notations,Notations,True,5,fre,1. Notations
3,1,17,Négativités,Notations,False,5,fre,18. Négativités
3,2,0,Notations,Notations,True,5,fre,1. Notations
3,2,7,Pronostications,Pronostications,True,5,fre,8. Pronostications
3,2,17,Négativités,Notations,False,5,fre,18. Négativités
3,2,16,Composition de mots,Composition de mots,True,5,fre,17. Composition de mots
3,2,19,Anagrammes,Composition de mots,False,5,fre,20. Anagrammes
3,3,7,Pronostications,Pronostications,True,5,fre,8. Pronostications
3,3,16,Composition de mots,Composition de mots,True,5,fre,17. Composition de mots
3,3,17,Négativités,Notations,False,5,fre,18. Négativités
3,3,19,Anagrammes,Composition de mots,False,5,fre,20. Anagrammes
3,3,0,Notations,Notations,True,5,fre,1. Notations
4,1,8,Synchyses,Le côté subjectif,False,5,fre,9. Synchyses
4,1,13,Le côté subjectif,Le côté subjectif,True,5,fre,14. Le côté subjectif
4,1,14,Autre subjectivité,Le côté subjectif,False,5,fre,15. Autre subjectivité
4,1,18,Animiste,Animiste,True,5,fre,19. Animiste
4,1,7,Pronostications,Le côté subjectif,False,5,fre,8. Pronostications
4,2,8,Synchyses,Synchyses,True,5,fre,9. Synchyses
4,2,18,Animiste,Animiste,True,5,fre,19. Animiste
4,2,7,Pronostications,Le côté subjectif,False,5,fre,8. Pronostications
4,2,13,Le côté subjectif,Le côté subjectif,True,5,fre,14. Le côté subjectif
4,2,14,Autre subjectivité,Le côté subjectif,False,5,fre,15. Autre subjectivité
4,3,7,Pronostications,Le côté subjectif,False,5,fre,8. Pronostications
4,3,8,Synchyses,Le côté subjectif,False,5,fre,9. Synchyses
4,3,14,Autre subjectivité,Le côté subjectif,False,5,fre,15. Autre subjectivité
4,3,13,Le côté subjectif,Le côté subjectif,True,5,fre,14. Le côté subjectif
4,3,18,Animiste,Animiste,True,5,fre,19. Animiste
5,1,8,Synchyses,Synchyses,True,5,fre,9. Synchyses
5,1,10,Logo-rallye,Logo-rallye,True,5,fre,11. Logo-rallye
5,1,4,Rétrograde,Synchyses,False,5,fre,5. Rétrograde
5,1,6,Rêve,Rêve,True,5,fre,7. Rêve
5,1,3,Métaphoriquement,Synchyses,False,5,fre,4. Métaphoriquement
5,2,6,Rêve,Rêve,True,5,fre,7. Rêve
5,2,3,Métaphoriquement,Synchyses,False,5,fre,4. Métaphoriquement
5,2,4,Rétrograde,Synchyses,False,5,fre,5. Rétrograde
5,2,10,Logo-rallye,Logo-rallye,True,5,fre,11. Logo-rallye
