Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,212,Onderscheid,Figuurlijk,False,4,dut,21. Distinguo
1,1,192,Notaties,Figuurlijk,False,4,dut,1. Notations
1,1,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
1,1,195,Figuurlijk,Figuurlijk,True,4,dut,4. Métaphoriquement
1,2,195,Figuurlijk,Figuurlijk,True,4,dut,4. Métaphoriquement
1,2,212,Onderscheid,Figuurlijk,False,4,dut,21. Distinguo
1,2,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
1,2,192,Notaties,Figuurlijk,False,4,dut,1. Notations
1,3,192,Notaties,Figuurlijk,False,4,dut,1. Notations
1,3,212,Onderscheid,Figuurlijk,False,4,dut,21. Distinguo
1,3,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
1,3,195,Figuurlijk,Figuurlijk,True,4,dut,4. Métaphoriquement
2,1,194,Litotes,Homeoptoton,False,4,dut,3. Litotes
2,1,213,Homeoptoton,Litotes,False,4,dut,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
2,1,209,Ontkenningen,Litotes,False,4,dut,18. Négativités
2,2,213,Homeoptoton,Litotes,False,4,dut,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,194,Litotes,Homeoptoton,False,4,dut,3. Litotes
2,2,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
2,2,209,Ontkenningen,Litotes,False,4,dut,18. Négativités
2,3,194,Litotes,Homeoptoton,False,4,dut,3. Litotes
2,3,215,Flaptekst,Flaptekst,True,4,dut,24. Prière d'insérer
2,3,213,Homeoptoton,Litotes,False,4,dut,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,209,Ontkenningen,Litotes,False,4,dut,18. Négativités
3,1,192,Notaties,Woordsamenstellingen,False,4,dut,1. Notations
3,1,211,Anagrammen,Woordsamenstellingen,False,4,dut,20. Anagrammes
3,1,199,Prognose,Prognose,True,4,dut,8. Pronostications
3,1,208,Woordsamenstellingen,Woordsamenstellingen,True,4,dut,17. Composition de mots
3,2,208,Woordsamenstellingen,Woordsamenstellingen,True,4,dut,17. Composition de mots
3,2,192,Notaties,Woordsamenstellingen,False,4,dut,1. Notations
3,2,211,Anagrammen,Woordsamenstellingen,False,4,dut,20. Anagrammes
3,2,199,Prognose,Prognose,True,4,dut,8. Pronostications
3,3,208,Woordsamenstellingen,Woordsamenstellingen,True,4,dut,17. Composition de mots
3,3,199,Prognose,Prognose,True,4,dut,8. Pronostications
3,3,192,Notaties,Woordsamenstellingen,False,4,dut,1. Notations
3,3,211,Anagrammen,Woordsamenstellingen,False,4,dut,20. Anagrammes
4,1,210,Animisme,Subjectief,False,4,dut,19. Animiste
4,1,199,Prognose,Subjectief,False,4,dut,8. Pronostications
4,1,205,Subjectief,Subjectief,True,4,dut,14. Le côté subjectif
4,1,206,Ook subjectief,Subjectief,False,4,dut,15. Autre subjectivité
4,2,210,Animisme,Subjectief,False,4,dut,19. Animiste
4,2,206,Ook subjectief,Subjectief,False,4,dut,15. Autre subjectivité
4,2,205,Subjectief,Subjectief,True,4,dut,14. Le côté subjectif
4,2,199,Prognose,Subjectief,False,4,dut,8. Pronostications
4,3,199,Prognose,Subjectief,False,4,dut,8. Pronostications
4,3,206,Ook subjectief,Subjectief,False,4,dut,15. Autre subjectivité
4,3,210,Animisme,Subjectief,False,4,dut,19. Animiste
4,3,205,Subjectief,Subjectief,True,4,dut,14. Le côté subjectif
5,1,196,Achterstevoren,Synchysis,False,4,dut,5. Rétrograde
5,1,202,Woordenrally,Synchysis,False,4,dut,11. Logo-rallye
5,1,198,Droom,Droom,True,4,dut,7. Rêve
5,1,200,Synchysis,Synchysis,True,4,dut,9. Synchyses
5,2,198,Droom,Droom,True,4,dut,7. Rêve
5,2,200,Synchysis,Synchysis,True,4,dut,9. Synchyses
5,2,196,Achterstevoren,Synchysis,False,4,dut,5. Rétrograde
5,2,202,Woordenrally,Synchysis,False,4,dut,11. Logo-rallye
5,3,198,Droom,Droom,True,4,dut,7. Rêve
5,3,202,Woordenrally,Synchysis,False,4,dut,11. Logo-rallye
