Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
1,1,236,Певні відмінності,Метафорично,False,4,ukr,21. Distinguo
1,1,219,Метафорично,Метафорично,True,4,ukr,4. Métaphoriquement
1,1,216,Нотатки,Нотатки,True,4,ukr,1. Notations
1,2,216,Нотатки,Нотатки,True,4,ukr,1. Notations
1,2,219,Метафорично,Метафорично,True,4,ukr,4. Métaphoriquement
1,2,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
1,2,236,Певні відмінності,Метафорично,False,4,ukr,21. Distinguo
1,3,216,Нотатки,Нотатки,True,4,ukr,1. Notations
1,3,236,Певні відмінності,Метафорично,False,4,ukr,21. Distinguo
1,3,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
1,3,219,Метафорично,Метафорично,True,4,ukr,4. Métaphoriquement
2,1,237,Гомеотелота,Лаконічно,False,4,ukr,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,218,Лаконічно,Лаконічно,True,4,ukr,3. Litotes
2,1,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
2,1,233,Заперечення,Лаконічно,False,4,ukr,18. Négativités
2,2,233,Заперечення,Лаконічно,False,4,ukr,18. Négativités
2,2,218,Лаконічно,Лаконічно,True,4,ukr,3. Litotes
2,2,237,Гомеотелота,Лаконічно,False,4,ukr,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,2,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
2,3,218,Лаконічно,Лаконічно,True,4,ukr,3. Litotes
2,3,233,Заперечення,Лаконічно,False,4,ukr,18. Négativités
2,3,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
2,3,237,Гомеотелота,Лаконічно,False,4,ukr,22. Homéoptotes (1947) / Homéotéleutes (1976)
3,1,216,Нотатки,Нотатки,True,4,ukr,1. Notations
3,1,232,Словоскладення,Словоскладення,True,4,ukr,17. Composition de mots
3,1,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
3,1,223,Пророкування,Пророкування,True,4,ukr,8. Pronostications
3,2,223,Пророкування,Пророкування,True,4,ukr,8. Pronostications
3,2,232,Словоскладення,Словоскладення,True,4,ukr,17. Composition de mots
3,2,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
3,2,216,Нотатки,Нотатки,True,4,ukr,1. Notations
3,3,232,Словоскладення,Словоскладення,True,4,ukr,17. Composition de mots
3,3,223,Пророкування,Пророкування,True,4,ukr,8. Pronostications
3,3,216,Нотатки,Нотатки,True,4,ukr,1. Notations
3,3,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
4,1,234,Оживлення,Суб’єктивний погляд,False,4,ukr,19. Animiste
4,1,223,Пророкування,Суб’єктивний погляд,False,4,ukr,8. Pronostications
4,1,229,Суб’єктивний погляд,Суб’єктивний погляд,True,4,ukr,14. Le côté subjectif
4,1,230,Інший суб’єктивний погляд,Суб’єктивний погляд,False,4,ukr,15. Autre subjectivité
4,2,229,Суб’єктивний погляд,Суб’єктивний погляд,True,4,ukr,14. Le côté subjectif
4,2,234,Оживлення,Суб’єктивний погляд,False,4,ukr,19. Animiste
4,2,223,Пророкування,Суб’єктивний погляд,False,4,ukr,8. Pronostications
4,2,230,Інший суб’єктивний погляд,Суб’єктивний погляд,False,4,ukr,15. Autre subjectivité
4,3,223,Пророкування,Суб’єктивний погляд,False,4,ukr,8. Pronostications
4,3,234,Оживлення,Суб’єктивний погляд,False,4,ukr,19. Animiste
4,3,230,Інший суб’єктивний погляд,Суб’єктивний погляд,False,4,ukr,15. Autre subjectivité
4,3,229,Суб’єктивний погляд,Суб’єктивний погляд,True,4,ukr,14. Le côté subjectif
5,1,222,Сон,Сон,True,4,ukr,7. Rêve
5,1,226,Лого-ралі,У зворотному порядку,False,4,ukr,11. Logo-rallye
5,1,224,Синхиза,У зворотному порядку,False,4,ukr,9. Synchyses
5,1,220,У зворотному порядку,У зворотному порядку,True,4,ukr,5. Rétrograde
5,2,224,Синхиза,У зворотному порядку,False,4,ukr,9. Synchyses
5,2,220,У зворотному порядку,У зворотному порядку,True,4,ukr,5. Rétrograde
5,2,222,Сон,Сон,True,4,ukr,7. Rêve
5,2,226,Лого-ралі,У зворотному порядку,False,4,ukr,11. Logo-rallye
5,3,220,У зворотному порядку,У зворотному порядку,True,4,ukr,5. Rétrograde
5,3,226,Лого-ралі,У зворотному порядку,False,4,ukr,11. Logo-rallye
5,3,224,Синхиза,У зворотному порядку,False,4,ukr,9. Synchyses
5,3,222,Сон,Сон,True,4,ukr,7. Rêve
6,1,217,З подвоєнням,Видавнича анотація,False,4,ukr,2. En partie double
6,1,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
6,1,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
6,1,224,Синхиза,З подвоєнням,False,4,ukr,9. Synchyses
6,2,217,З подвоєнням,З подвоєнням,True,4,ukr,2. En partie double
6,2,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
6,2,224,Синхиза,З подвоєнням,False,4,ukr,9. Synchyses
6,2,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
6,3,217,З подвоєнням,З подвоєнням,True,4,ukr,2. En partie double
6,3,224,Синхиза,Синхиза,True,4,ukr,9. Synchyses
6,3,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
6,3,239,Видавнича анотація,Видавнича анотація,True,4,ukr,24. Prière d'insérer
7,1,225,Райдуга навпаки,Непевність,False,4,ukr,10. L'arc-en-ciel
7,1,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
7,1,227,Непевність,Непевність,True,4,ukr,12. Hésitations
7,1,236,Певні відмінності,Анаграми,False,4,ukr,21. Distinguo
7,2,235,Анаграми,Анаграми,True,4,ukr,20. Anagrammes
7,2,227,Непевність,Непевність,True,4,ukr,12. Hésitations
