Experiment,Iteration,Story Index,True Label,Predicted Label,Correct,Label Space Size,Language Code,Universal Label
1,1,123,Metaforično,Metaforično,True,3,srp,4. Métaphoriquement
1,1,120,Beleška,Beleška,True,3,srp,1. Notations
1,1,140,Distingvo,Metaforično,False,3,srp,21. Distinguo
1,2,123,Metaforično,Metaforično,True,3,srp,4. Métaphoriquement
1,2,120,Beleška,Beleška,True,3,srp,1. Notations
1,2,140,Distingvo,Metaforično,False,3,srp,21. Distinguo
1,3,123,Metaforično,Metaforično,True,3,srp,4. Métaphoriquement
1,3,140,Distingvo,Metaforično,False,3,srp,21. Distinguo
1,3,120,Beleška,Beleška,True,3,srp,1. Notations
2,1,141,Homeoptote ili Cica-mica,Homeoptote ili Cica-mica,True,3,srp,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,1,137,Negacije,Negacije,True,3,srp,18. Négativités
2,1,143,Recenzija izdavača,Homeoptote ili Cica-mica,False,3,srp,24. Prière d'insérer
2,2,137,Negacije,Negacije,True,3,srp,18. Négativités
2,2,143,Recenzija izdavača,Homeoptote ili Cica-mica,False,3,srp,24. Prière d'insérer
2,2,141,Homeoptote ili Cica-mica,Homeoptote ili Cica-mica,True,3,srp,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,137,Negacije,Negacije,True,3,srp,18. Négativités
2,3,141,Homeoptote ili Cica-mica,Homeoptote ili Cica-mica,True,3,srp,22. Homéoptotes (1947) / Homéotéleutes (1976)
2,3,143,Recenzija izdavača,Homeoptote ili Cica-mica,False,3,srp,24. Prière d'insérer
3,1,127,Proricanje,Proricanje,True,3,srp,8. Pronostications
3,1,139,Anagrami,Anagrami,True,3,srp,20. Anagrammes
3,1,136,Građenje reči,Građenje reči,True,3,srp,17. Composition de mots
3,2,136,Građenje reči,Građenje reči,True,3,srp,17. Composition de mots
3,2,139,Anagrami,Anagrami,True,3,srp,20. Anagrammes
3,2,127,Proricanje,Proricanje,True,3,srp,8. Pronostications
3,3,139,Anagrami,Anagrami,True,3,srp,20. Anagrammes
3,3,136,Građenje reči,Građenje reči,True,3,srp,17. Composition de mots
3,3,127,Proricanje,Proricanje,True,3,srp,8. Pronostications
4,1,133,Subjektivan stav,Subjektivan stav,True,3,srp,14. Le côté subjectif
4,1,134,Drugi subjektivan stav,Subjektivan stav,False,3,srp,15. Autre subjectivité
4,1,127,Proricanje,Subjektivan stav,False,3,srp,8. Pronostications
4,2,134,Drugi subjektivan stav,Subjektivan stav,False,3,srp,15. Autre subjectivité
4,2,127,Proricanje,Subjektivan stav,False,3,srp,8. Pronostications
4,2,133,Subjektivan stav,Subjektivan stav,True,3,srp,14. Le côté subjectif
4,3,133,Subjektivan stav,Subjektivan stav,True,3,srp,14. Le côté subjectif
4,3,127,Proricanje,Subjektivan stav,False,3,srp,8. Pronostications
4,3,134,Drugi subjektivan stav,Subjektivan stav,False,3,srp,15. Autre subjectivité
5,1,124,Retrogradno,Retrogradno,True,3,srp,5. Rétrograde
